yTest,yTestPreds
1.429130976,1.2896032548890517
6.70449612271182,6.695968019603828
3.4474859018,3.057883138479476
3.9227664661,4.148353098689859
4.768774993,4.5023816761402475
6.3908103312,7.173658958722795
2.32191597047827,2.4635415860600847
1.43195590287251,1.9952269075729705
4.3491205483,3.96111703038592
1.50607453330267,1.8535334715817209
5.90196609338654,4.948124153371362
2.4392393487,2.8353388781362665
4.6835216407,4.891696674856594
0.091335025954796,0.6165609141649303
5.4894391411,5.108672751743114
5.44148469955575,5.2280923851366055
2.13462250790383,2.2351892176163797
2.01954224765218,2.0632112197517043
1.45520531549709,1.3418476767081267
6.8540750860109,7.408509146026248
5.7421440007995,5.3743990854005395
1.7333668293,1.4608277342763036
1.095784231,1.3348485988550138
3.9842248348,3.2018057900861554
1.5518255269,1.3479522212039066
0.35281453490238,0.7111335709364973
3.7903082391,3.7420213493508903
3.915520229,4.36553193198859
2.2959441692,1.6493939792042642
2.65873861257539,2.2084340102585367
2.39257395514848,2.282055778111465
2.5469781365169,2.5532421172854347
2.4181927766534,2.201507553458081
0.670862865240612,0.5513679178463924
1.11264257574866,1.4980057292560494
6.30458620765127,5.634230355107238
7.8691033863,6.595342614684079
2.78892112101009,2.715132673979631
2.14359207433686,2.112090467047493
4.0697048745,3.408510479015507
1.60699547403369,1.9666657090125808
1.83789863871268,1.8478871461111444
1.35120432154453,1.3426888381870123
4.5607808771,4.174151242691724
6.07124610852666,6.175173851579812
2.54205694828123,2.608380311837047
2.1252496902,2.8429516419021166
4.8251569598,4.222207487519518
0.9515057541,1.9192716854763001
2.0221703639,1.8068924691555086
2.41282384098443,2.5614762124201884
1.47837961730241,1.7539027320601854
6.2723348053,6.261302388705408
3.89427285574972,4.191418830201383
2.39231421884263,2.4718317585709855
0.540773424352965,0.6424501946969621
3.0352926354,2.922805121535745
3.9586180529,4.150546075934807
2.79231611198173,2.7196964827102748
2.42170525631483,2.678488173351148
4.3330416782,4.229674960250849
4.1864385985,4.002367458386617
2.45241667970068,2.070861452536387
1.41571245495534,1.5201195091083335
1.073868324,1.1399606016529371
2.4708158239,2.3932967691856555
2.19013882250539,2.564961101575996
1.5709002243,1.2437534708959057
2.13221812442415,2.070181145747096
2.22180081784265,1.8211329842233797
3.67497873282642,1.9386864544192353
3.87845938739337,3.8753254836096143
3.6556829928,4.006025637599217
2.5446906169,2.518131238444447
2.26630298677564,2.3902406955350917
6.84816835700004,6.55847036185737
2.5270134752,2.623608730777051
2.9309884803,2.924040653020689
8.05841307639559,7.581403209434121
0.8622240087,1.0724291315655874
4.41768261619562,3.996170047438182
0.613202232461391,0.6854170128711654
0.560856426321304,0.5167087545357413
2.8136914167943,2.5785549763834754
0.711826848216186,0.617053441038709
3.57941821436534,3.8103342243224976
3.7834267841,3.9004343510863304
0.773478864843622,0.6652165529183633
2.945594159,3.1019065987849115
1.66562600316411,1.8570576161283967
2.26249763384344,2.462138249199184
2.1716579379,2.07622560810805
0.13231190549014,0.2764975936111609
1.89731840016491,1.4370374716098944
2.07948483079606,1.8717733453087153
2.5581068669,2.5602828003264717
5.95446935088134,5.192348940518738
2.223418877,2.014455393842268
1.26962134621578,1.3920779637044067
1.4521535001,1.6499851664717495
3.55601161213052,3.747176241276453
1.17278546843205,1.6895593665674842
0.7780039067,1.059419219382681
4.68779810437488,4.799374301722391
1.6628103891,1.7173961270623217
3.8265134634,2.841815878223859
2.11846387204478,2.207947287403001
5.2776854079,4.4805865225263
8.81675653740198,7.8263133375816345
7.459362306,6.408509439125376
3.24611812629337,2.7107050326339244
4.44764940198183,4.287332685150924
1.91457410256985,1.9186784997118895
0.964683272394822,1.5248962364047705
0.458822842806194,0.5036270316675616
5.0312749056,5.403137262211191
8.5996592803,7.105657190243173
4.3642123388,4.213410780327216
4.4504402263,4.368563808329166
1.17573347636907,1.3760324597038813
1.32054304573677,1.7898535757517755
1.4117050787,1.4505238847801496
2.5721543867,3.0927170766481313
6.65894849045579,6.4576316941303835
4.190441003,3.4573991099969206
1.1256749692,1.3410306689726197
2.82014263967409,2.4393462087042352
1.77647827782293,1.8771475601435252
6.75232155200961,7.032825656197265
1.58933089386073,1.480531683623274
3.9713544432,3.8199517237507776
2.43650643664355,2.3248072352515363
6.01090226666708,5.826205190361847
3.57496218464629,3.9383889284068854
3.9134041454,4.178452491742347
2.66942538225838,3.162696143272076
4.5901888772,4.491308078521709
1.1298698244,1.2158661296348199
4.96630250594756,5.206604076565459
1.57769680527389,1.4187319520823845
3.73482079030807,3.4491507551413254
1.23227741962779,1.4206349956893753
2.9527273557,2.6999156219576834
4.6898606129,4.207015693271671
2.02665229551761,2.254595337094161
0.619087475769025,1.099710254042517
1.12928517283594,1.3412277362422085
5.00039569817279,4.149115481460906
1.9295213627,2.1997168590309983
1.7888135689,1.1979275369068092
1.39777965835183,1.2216494336262231
3.84583842888637,3.955898388227975
0.924318259,1.379470389661691
1.81794159068557,2.028284157794663
6.2999052257,5.3287534579704765
1.8532733547,1.988647901649873
7.6871207148823,6.959324233701184
2.0161323139,2.094384379672462
2.63671549783785,2.462138249199184
2.02950449522804,2.1017017916293272
2.9086227713,2.811134879194161
1.60800955546094,1.4974783142171164
6.56084291375903,6.718081750266362
5.6187839081,6.7494717519877865
1.6415165484,1.6131023141155003
3.9318674649815,3.572860857677519
1.52209828586092,1.3661182992152683
3.6796035857048,3.7143328556052886
1.5233545364,1.4565528845400901
5.9155269844,5.923527530219785
3.7761966655,3.844349085788753
6.0933400317,5.895130548180915
4.2508752382,3.6287991808796205
3.1027945421,3.328985321609573
1.15698771153539,1.3906878148216995
5.1653302337,4.974912555256414
0.685882180663981,0.6670908126718926
0.5259093602,0.9966104453066074
2.66993489439264,2.5628217312542443
4.8127068423,4.849186904883294
4.2433960283,3.5195747553386427
1.9929887863287,2.2018724871677255
4.5610707834,3.608133822464917
2.5439747221,3.19301289057718
1.7549874945,1.8957668199281734
3.43146736412493,3.828580235535788
1.6422184494,1.29719312447006
2.05040349832431,2.9424096572723415
8.1903162431,7.747543422634608
0.075433665868994,0.4676419588229358
2.84499038557486,2.727977984418547
1.73111173292784,1.484094063521589
5.51189602169887,6.051600882394769
2.10749431190001,2.468830582405096
4.8216359087,5.254364457254134
0.993119519505426,1.4021586375064279
1.73703563729659,1.802001381697218
2.35517582,1.326039505704781
2.3154520542,2.5184571849406243
6.32997129161948,6.688498968632594
0.666234404124064,0.7031906241170939
3.7529570009,3.352467255232217
1.6648735811,1.6664888476176145
2.6988286677,2.4676323052699463
2.8567917124,2.2497139030558593
2.23608017,2.138279399384127
1.79204160572667,1.9169986055647386
1.43464534470323,1.4721696907814257
6.77963861864649,6.171455702523829
2.5550062192,2.393202187140097
0.617654915249351,0.6536240048783561
3.2571328418,2.757994594975081
0.8390375435,1.3943792732857014
1.65877997577167,1.640788072463806
1.73874977681434,1.4607443182980933
