A1_A2_BX3,PymatgenData std_dev X,PymatgenData mean group,PymatgenData std_dev block,PymatgenData std_dev atomic_radius,PymatgenData std_dev mendeleev_no,PymatgenData std_dev melting_point,X-electro_negativity,B-radius,B-Electro-negativity,A1-radius,A2-radius,OctahedralFactor,ToleranceFactor,NEWToleranceFactor,formation energy(ev)
3-Py_Az_HfBr3,0.513624903,7.696969697,0.733374282,0.501962365,15.00081079,1888.228376,2.96,109,1.3,272,284,0.556122449,1.098913489,3.522219003,-1.011764731
3-Py_Az_SnBr3,0.412030896,8.303030303,0.606273509,0.485874803,6.292853089,1835.579512,2.96,115,1.96,272,284,0.586734694,1.077712586,3.44301495,-0.539664874
3-Py_Cs_AgBr3,0.589900497,9.272727273,0.730170645,0.685127121,23.65497857,1628.093321,2.96,94,1.93,272,167,0.479591837,1.013113336,3.838583028,-1.328017873
3-Py_Cs_CaBr3,0.744602122,8.454545455,0.578147164,0.715191316,34.43145164,1625.556782,2.96,100,1,272,167,0.510204082,0.992577255,3.751974212,-1.082324572
3-Py_Cs_CdBr3,0.618838915,9.363636364,0.730170645,0.678421348,23.24027748,1625.874147,2.96,95,1.69,272,167,0.484693878,1.009631847,3.822076519,-0.102376388
3-Py_Cs_HfBr3,0.683338611,8.636363636,0.730170645,0.678421348,26.82663804,1712.75288,2.96,109,1.3,272,167,0.556122449,0.96328809,3.674949356,-2.243293415
3-Py_Cs_InBr3,0.606920722,9.454545455,0.568510703,0.678421348,22.89539026,1629.799376,2.96,104,1.78,272,167,0.530612245,0.979342892,3.710165823,-0.46922556
3-Py_Cs_MnBr3,0.639722186,8.909090909,0.730170645,0.660408588,25.12510136,1637.961339,2.96,83,1.55,272,167,0.423469388,1.053056873,4.080774011,1.590691833
3-Py_Cs_MoBr3,0.571319351,8.818181818,0.730170645,0.666052318,25.76776864,1758.375967,2.96,93,2.16,272,167,0.474489796,1.016618919,3.855949036,5.753182362
3-Py_Cs_PdBr3,0.569075289,9.181818182,0.730170645,0.660408588,23.88739699,1654.761469,2.96,86,2.2,272,167,0.43877551,1.04185414,4.002988802,0.215827194
3-Py_Cs_SnBr3,0.586945695,9.545454545,0.568510703,0.666052318,22.62350999,1627.774834,2.96,115,1.96,272,167,0.586734694,0.944703754,3.657064859,-1.569718249
3-Py_Cs_ZrBr3,0.677714921,8.636363636,0.730170645,0.678421348,27.01339958,1676.934503,2.96,109,1.33,272,167,0.556122449,0.96328809,3.674949356,1.880693221
3-Py_FA_SnBr3,0.435218778,8.896551724,0.589767825,0.485887802,6.262379045,1655.210633,2.96,115,1.96,272,277,0.586734694,1.069754793,3.447915677,-0.831906499
3-Py_FM_AgBr3,0.468891002,9,0.715737872,0.507193862,9.454971773,1660.186154,2.96,94,1.93,272,190,0.479591837,1.041153778,3.818266367,-0.479339158
3-Py_FM_CaBr3,0.636250392,8.357142857,0.586395472,0.545716976,25.61989359,1657.749721,2.96,100,1,272,190,0.510204082,1.020049309,3.719040705,-0.030250679
3-Py_FM_CdBr3,0.5024758,9.071428571,0.715737872,0.498242525,8.348127219,1656.342575,2.96,95,1.69,272,190,0.484693878,1.03757593,3.799755804,0.458541166
3-Py_FM_HfBr3,0.572633651,8.5,0.715737872,0.498242525,15.51592278,1732.9719,2.96,109,1.3,272,190,0.556122449,0.989949494,3.619828284,-5.450640822
3-Py_FM_HgBr3,0.460785561,9.071428571,0.715737872,0.489593458,8.622288539,1664.080314,2.96,102,2,272,190,0.520408163,1.013203341,3.692037793,0.409013389
3-Py_FM_MoBr3,0.445484755,8.642857143,0.715737872,0.481262958,13.75831487,1771.459611,2.96,93,2.16,272,190,0.474489796,1.044756386,3.83760078,5.816059434
3-Py_FM_ZrBr3,0.566676213,8.5,0.715737872,0.498242525,15.81005676,1702.629735,2.96,109,1.33,272,190,0.556122449,0.989949494,3.619828284,0.186481767
3-Py_HA_CaBr3,0.651170995,8.148148148,0.589345607,0.558880424,26.23826528,1552.585773,2.96,100,1,272,226,0.510204082,1.063049046,3.689417067,-1.196762703
3-Py_HA_HfBr3,0.586151245,8.296296296,0.72837789,0.510191926,15.88760619,1645.933092,2.96,109,1.3,272,226,0.556122449,1.031680386,3.563435449,-0.450793179
3-Py_HA_InBr3,0.500577529,8.962962963,0.586098499,0.510191926,7.405382816,1548.933422,2.96,104,1.78,272,226,0.530612245,1.048875059,3.626953015,-0.73777175
3-Py_HA_ZrBr3,0.580062842,8.296296296,0.72837789,0.510191926,16.18924344,1609.789366,2.96,109,1.33,272,226,0.556122449,1.031680386,3.563435449,1.855655485
3-Py_HY_CaBr3,0.62333531,7.857142857,0.595437196,0.563253536,26.14515425,1550.933556,2.96,100,1,272,220,0.510204082,1.055882423,3.692843395,-1.471994706
3-Py_HY_HfBr3,0.557208627,8,0.737317003,0.51494042,15.84579095,1645.583231,2.96,109,1.3,272,220,0.556122449,1.024725237,3.57080157,-0.716427695
3-Py_HY_InBr3,0.470079297,8.642857143,0.595437196,0.51494042,7.412397477,1546.241978,2.96,104,1.78,272,220,0.530612245,1.041803991,3.632057559,-0.905504572
3-Py_HY_SnBr3,0.445692107,8.714285714,0.595437196,0.49763075,6.353667516,1545.353584,2.96,115,1.96,272,220,0.586734694,1.004955618,3.517514714,-1.723132008
3-Py_HY_ZrBr3,0.551008992,8,0.737317003,0.51494042,16.14586916,1609.199973,2.96,109,1.33,272,220,0.556122449,1.024725237,3.57080157,1.634932489
3-Py_IM_SnBr3,0.418081249,9.225806452,0.580668402,0.466670097,6.11489418,1815.769946,2.96,115,1.96,272,303,0.586734694,1.099312311,3.432739496,-0.077861222
3-Py_MA_CaBr3,0.605904971,7.586206897,0.600925213,0.567531509,26.04263332,1688.772609,2.96,100,1,272,238,0.510204082,1.077382292,3.684087267,-0.96617116
3-Py_MA_HfBr3,0.539826361,7.724137931,0.745355992,0.51958183,15.80864303,1766.946847,2.96,109,1.3,272,238,0.556122449,1.045590683,3.550731825,-2.705618543
3-Py_MA_InBr3,0.453187783,8.344827586,0.603807364,0.51958183,7.474958194,1688.861248,2.96,104,1.78,272,238,0.530612245,1.063017194,3.618474074,-0.424896613
3-Py_MA_SnBr3,0.429248374,8.413793103,0.603807364,0.502390121,6.440971286,1687.575786,2.96,115,1.96,272,238,0.586734694,1.025418515,3.488855956,-1.497359122
3-Py_MA_ZrBr3,0.533638259,7.724137931,0.745355992,0.51958183,16.10641694,1735.739328,2.96,109,1.33,272,238,0.556122449,1.045590683,3.550731825,2.069783156
3-Py_NH4_AgBr3,0.443688316,8.538461538,0.747878355,0.536822099,9.962642084,1600.981043,2.96,94,1.93,272,170,0.479591837,1.016770785,3.835313493,-1.1479232
3-Py_NH4_CaBr3,0.629364759,7.846153846,0.596600539,0.57758263,27.07678974,1597.450607,2.96,100,1,272,170,0.510204082,0.996160567,3.746911549,-0.814484746
3-Py_NH4_CdBr3,0.481077533,8.615384615,0.747878355,0.527345447,8.783651995,1592.717018,2.96,95,1.69,272,170,0.484693878,1.013276728,3.818523154,0.08309947
3-Py_NH4_HfBr3,0.559114009,8,0.747878355,0.527345447,16.39139915,1691.927548,2.96,109,1.3,272,170,0.556122449,0.966765665,3.666699979,-2.534169562
3-Py_NH4_HgBr3,0.434719859,8.615384615,0.747878355,0.518186211,9.075950714,1599.545075,2.96,102,2,272,170,0.520408163,0.989474925,3.723812552,0.041344576
3-Py_NH4_InBr3,0.465936273,8.692307692,0.596600539,0.527345447,7.63577663,1594.816519,2.96,104,1.78,272,170,0.530612245,0.982878426,3.703770988,-0.425690851
3-Py_NH4_MnBr3,0.506966719,8.230769231,0.747878355,0.50088904,13.29712598,1612.934436,2.96,83,1.55,272,170,0.423469388,1.056858522,4.080316949,1.694971697
3-Py_NH4_MoBr3,0.417991566,8.153846154,0.747878355,0.509361515,14.52992237,1737.926057,2.96,93,2.16,272,170,0.474489796,1.020289023,3.852957906,6.354576669
3-Py_NH4_PdBr3,0.414685913,8.461538462,0.747878355,0.50088904,10.56055982,1631.561829,2.96,86,2.2,272,170,0.43877551,1.045615347,4.00181346,0.377067175
3-Py_NH4_SnBr3,0.439728344,8.769230769,0.596600539,0.509361515,6.535431463,1593.641021,2.96,115,1.96,272,170,0.586734694,0.948114237,3.64624799,-1.342992107
3-Py_NH4_TiBr3,0.50891543,8,0.747878355,0.50088904,16.08030694,1639.795507,2.96,86,1.54,272,170,0.43877551,1.045615347,4.00181346,0.840974731
3-Py_NH4_ZrBr3,0.552508915,8,0.747878355,0.527345447,16.70278572,1655.061182,2.96,109,1.33,272,170,0.556122449,0.966765665,3.666699979,2.0860214
AA_MA_HfBr3,0.572125415,7.777777778,0.752154939,0.529112615,16.28236893,1535.012526,2.96,109,1.3,300,238,0.556122449,1.078048043,3.530055363,0.024545471
AA_MA_SnBr3,0.457855733,8.518518519,0.602121085,0.511267467,6.460730288,1403.308252,2.96,115,1.96,300,238,0.586734694,1.057249689,3.456980856,-1.393806013
AA_MA_ZrBr3,0.565769581,7.777777778,0.752154939,0.529112615,16.59129038,1490.655601,2.96,109,1.33,300,238,0.556122449,1.078048043,3.530055363,2.124444553
Az_MA_AgBr3,0.443690617,8,0.758786911,0.542318955,9.904085475,1587.835484,2.96,94,1.93,284,238,0.479591837,1.114302755,3.803992079,-1.473832885
Az_MA_CaBr3,0.62074735,7.357142857,0.603022689,0.582331391,26.72715677,1583.987908,2.96,100,1,284,238,0.510204082,1.091715537,3.68059144,-1.377064272
Az_MA_CdBr3,0.4787365,8.071428571,0.758786911,0.533001791,8.747293954,1577.620208,2.96,95,1.69,284,238,0.484693878,1.110473536,3.781592613,-0.506912757
Az_MA_HfBr3,0.553098709,7.5,0.758786911,0.533001791,16.21937674,1680.6814,2.96,109,1.3,284,238,0.556122449,1.05950098,3.540458721,-0.232302138
Az_MA_HgBr3,0.435396023,8.071428571,0.758786911,0.523988925,9.034026586,1583.094451,2.96,102,2,284,238,0.520408163,1.084388587,3.645032075,-0.334300478
Az_MA_InBr3,0.464474287,8.142857143,0.609271796,0.533001791,7.621739243,1579.122234,2.96,104,1.78,284,238,0.530612245,1.07715933,3.61207425,-0.838581595
Az_MA_MoBr3,0.420151488,7.642857143,0.758786911,0.515296325,14.38986386,1726.731827,2.96,93,2.16,284,238,0.474489796,1.118158474,3.827165155,5.981021091
Az_MA_SnBr3,0.440020661,8.214285714,0.609271796,0.515296325,6.543560332,1578.224959,2.96,115,1.96,284,238,0.586734694,1.039060447,3.473500675,-1.709390201
Az_MA_ZrBr3,0.546765281,7.5,0.758786911,0.533001791,16.52546245,1643.531492,2.96,109,1.33,284,238,0.556122449,1.05950098,3.540458721,1.707766854
Cs_AA_AgBr3,0.630919386,9.5,0.736916792,0.698692014,24.60677503,1287.329135,2.96,94,1.93,167,300,0.479591837,1.047249526,3.815161597,-1.381364184
Cs_AA_CaBr3,0.793185171,8.6,0.575435338,0.729572813,35.75760004,1280.258529,2.96,100,1,167,300,0.510204082,1.026021495,3.713499125,-0.997254122
Cs_AA_CdBr3,0.66178041,9.6,0.736916792,0.691833872,24.17999556,1264.912627,2.96,95,1.69,167,300,0.484693878,1.04365073,3.796262047,-0.178392951
Cs_AA_HfBr3,0.729431195,8.8,0.736916792,0.691833872,27.88166812,1435.404614,2.96,109,1.3,167,300,0.556122449,0.995745451,3.610065482,-0.158142033
Cs_AA_HgBr3,0.623706874,9.6,0.736916792,0.685342038,24.28003022,1269.170893,2.96,102,2,167,300,0.520408163,1.019135445,3.685623301,-0.015454024
Cs_AA_InBr3,0.649140797,9.7,0.563809183,0.691833872,23.82573321,1265.347257,2.96,104,1.78,167,300,0.530612245,1.012341208,3.660600545,-0.473652686
Cs_AA_MoBr3,0.610502724,9,0.736916792,0.679227015,26.78705578,1503.766464,2.96,93,2.16,167,300,0.474489796,1.050873227,3.834878813,5.634485576
Cs_AA_SnBr3,0.627724525,9.8,0.563809183,0.679227015,23.5472612,1264.83182,2.96,115,1.96,167,300,0.586734694,0.976534928,3.571181472,-1.417568714
Cs_AA_ZrBr3,0.723562516,8.8,0.736916792,0.691833872,28.07481726,1378.494607,2.96,109,1.33,167,300,0.556122449,0.995745451,3.610065482,1.974227091
Cs_Az_AgBr3,0.606393846,9.047619048,0.747182848,0.704618854,24.3471821,1497.004156,2.96,94,1.93,167,284,0.479591837,1.027743132,3.82666821,-1.575007768
Cs_Az_CaBr3,0.764578556,8.19047619,0.580881496,0.735378956,35.39947315,1492.646719,2.96,100,1,167,284,0.510204082,1.006910501,3.733166175,-1.325833087
Cs_Az_CdBr3,0.635905711,9.142857143,0.747182848,0.697761539,23.92216417,1486.714232,2.96,95,1.69,167,284,0.484693878,1.024211369,3.809068818,-0.508651809
Cs_Az_HgBr3,0.599624627,9.142857143,0.747182848,0.691257856,24.02184589,1495.008447,2.96,102,2,167,284,0.520408163,1.000152712,3.708222324,-0.304469268
Cs_Az_InBr3,0.623741924,9.238095238,0.575576531,0.697761539,23.56872212,1489.252949,2.96,104,1.78,167,284,0.530612245,0.993485028,3.686252877,-0.794842603
Cs_Az_MoBr3,0.587519481,8.571428571,0.747182848,0.685117875,26.51299022,1663.217618,2.96,93,2.16,167,284,0.474489796,1.031299337,3.845106885,5.700569189
Cs_Az_PdBr3,0.585251244,8.952380952,0.747182848,0.679351459,24.58539643,1534.518206,2.96,86,2.2,167,284,0.43877551,1.056898965,3.99915985,-0.052557152
Cs_Az_SnBr3,0.603386151,9.333333333,0.575576531,0.685117875,23.29011481,1487.827694,2.96,115,1.96,167,284,0.586734694,0.958345686,3.616293801,-1.705393575
Cs_Az_TiBr3,0.65886964,8.380952381,0.747182848,0.679351459,27.41008726,1544.570883,2.96,86,1.54,167,284,0.43877551,1.056898965,3.99915985,0.383742258
Cs_Az_ZrBr3,0.696094715,8.380952381,0.747182848,0.697761539,27.79018673,1563.16452,2.96,109,1.33,167,284,0.556122449,0.977198388,3.643950879,1.508995454
Cs_DiMA_AgBr3,0.626372975,8.8,0.767890078,0.728218184,25.18456013,1315.159587,2.96,94,1.93,167,296,0.479591837,1.042372927,3.817611315,-1.648993569
Cs_DiMA_CaBr3,0.788805076,7.9,0.584276741,0.759826432,36.57189424,1307.921251,2.96,100,1,167,296,0.510204082,1.021243746,3.717890497,-1.424801846
Cs_DiMA_CdBr3,0.656587573,8.9,0.767890078,0.721176003,24.74699564,1292.142251,2.96,95,1.69,167,296,0.484693878,1.03879089,3.799021763,-0.640604882
Cs_DiMA_HfBr3,0.72429252,8.1,0.767890078,0.721176003,28.53310237,1466.409736,2.96,109,1.3,167,296,0.556122449,0.991108685,3.617818625,-0.332300889
Cs_DiMA_HgBr3,0.619459998,8.9,0.767890078,0.71449886,24.84961666,1296.3894,2.96,102,2,167,296,0.520408163,1.014389762,3.690710029,-0.436880174
Cs_DiMA_InBr3,0.644123302,9,0.584276741,0.721176003,24.38314851,1292.542294,2.96,104,1.78,167,296,0.530612245,1.007627163,3.666410198,-0.906693342
Cs_DiMA_MoBr3,0.607135445,8.3,0.767890078,0.70819708,27.41482106,1536.184467,2.96,93,2.16,167,296,0.474489796,1.045979754,3.837023443,5.686146243
Cs_DiMA_PdBr3,0.604836541,8.7,0.767890078,0.702280767,25.4298223,1369.688129,2.96,86,2.2,167,296,0.43877551,1.071943791,3.997482115,-0.117086659
Cs_DiMA_SnBr3,0.623300171,9.1,0.584276741,0.70819708,24.09635829,1292.036541,2.96,115,1.96,167,296,0.586734694,0.971987617,3.581572104,-1.776345941
Cs_DiMA_TiBr3,0.680144761,8.1,0.767890078,0.702280767,28.33883652,1383.410745,2.96,86,1.54,167,296,0.43877551,1.071943791,3.997482115,0.318445392
Cs_DiMA_ZrBr3,0.718378202,8.1,0.767890078,0.721176003,28.73037561,1408.309753,2.96,109,1.33,167,296,0.556122449,0.991108685,3.617818625,1.620270809
Cs_GUA_AgBr3,0.658761279,10,0.729963503,0.69691709,25.09325672,994.7282504,2.96,94,1.93,167,280,0.479591837,1.022866533,3.830301992,-2.022949082
Cs_GUA_CaBr3,0.827851409,9.052631579,0.57312054,0.728161368,36.43913033,982.3261366,2.96,100,1,167,280,0.510204082,1.002132752,3.739016944,-1.692003088
Cs_GUA_CdBr3,0.691583394,10.10526316,0.729963503,0.690009521,24.66135604,948.6282183,2.96,95,1.69,167,280,0.484693878,1.019351528,3.813054617,-0.889022152
Cs_GUA_HfBr3,0.762100919,9.263157895,0.729963503,0.690009521,28.4189204,1211.919258,2.96,109,1.3,167,280,0.556122449,0.972561622,3.65370455,-0.833202332
Cs_GUA_HgBr3,0.650947092,10.10526316,0.729963503,0.683486126,24.76252172,945.6521514,2.96,102,2,167,280,0.520408163,0.995407029,3.714873889,-0.701192219
Cs_GUA_InBr3,0.678227079,10.21052632,0.553687044,0.690009521,24.30358479,945.161761,2.96,104,1.78,167,280,0.530612245,0.988770982,3.693740656,-1.16838461
Cs_GUA_MoBr3,0.636322119,9.473684211,0.729963503,0.677358006,27.30605131,1302.377072,2.96,93,2.16,167,280,0.474489796,1.026405864,3.848394962,4.606767591
Cs_GUA_PdBr3,0.633397167,9.894736842,0.729963503,0.671635981,25.33584633,1078.530088,2.96,86,2.2,167,280,0.43877551,1.051884024,4.000182582,-0.53723069
Cs_GUA_SnBr3,0.655310146,10.31578947,0.553687044,0.677358006,24.02325516,946.3108781,2.96,115,1.96,167,280,0.586734694,0.953798375,3.629161741,-2.081111651
Cs_GUA_TiBr3,0.716412901,9.263157895,0.729963503,0.671635981,28.22549968,1098.275783,2.96,86,1.54,167,280,0.43877551,1.051884024,4.000182582,-0.277014678
Cs_GUA_ZrBr3,0.756023983,9.263157895,0.729963503,0.690009521,28.61537028,1133.283611,2.96,109,1.33,167,280,0.556122449,0.972561622,3.65370455,1.233980826
Cs_HY_AgBr3,0.710017038,10,0.775983594,0.744143803,27.61398664,442.1766516,2.96,94,1.93,167,220,0.479591837,0.949717556,3.936297349,-2.849113526
Cs_HY_CaBr3,0.89806692,8.875,0.58658846,0.777359398,39.91058555,398.1099832,2.96,100,1,167,220,0.510204082,0.930466525,3.891341499,-2.474549886
Cs_HY_CdBr3,0.746480992,10.125,0.775983594,0.736883513,27.16011861,218.9278529,2.96,95,1.69,167,220,0.484693878,0.946453922,3.926301453,-1.780907436
Cs_HY_CoBr3,0.71676956,9.75,0.775983594,0.712399776,28.59421327,642.2678546,2.96,74.5,1.88,167,220,0.380102041,1.018181483,4.352060801,-1.069852898
Cs_HY_CrBr3,0.751725971,9.375,0.775983594,0.717812912,29.79057728,799.2675058,2.96,80,1.66,167,220,0.408163265,0.997891635,4.188463171,0.129533405
Cs_HY_CuBr3,0.714012966,10,0.775983594,0.712399776,27.49300986,487.7874594,2.96,73,1.9,167,220,0.37244898,1.023859075,4.404090096,-1.87889966
Cs_HY_GeBr3,0.700196209,10.375,0.567961834,0.703055926,26.44521625,433.4902448,2.96,73,2.01,167,220,0.37244898,1.023859075,4.404090096,-2.026155123
Cs_HY_HfBr3,0.824938903,9.125,0.775983594,0.736883513,31.17820786,924.18882,2.96,109,1.3,167,220,0.556122449,0.903010135,3.891278412,-1.941306651
Cs_HY_HgBr3,0.701356213,10.125,0.775983594,0.730066649,27.26601335,138.6945003,2.96,102,2,167,220,0.520408163,0.924221783,3.884312499,-1.453736255
Cs_HY_InBr3,0.731632069,10.25,0.567961834,0.736883513,26.78859892,173.1424272,2.96,104,1.78,167,220,0.530612245,0.918060304,3.881260639,-1.926960579
Cs_HY_MgBr3,0.822672997,8.875,0.58658846,0.730066649,27.37699764,328.9786463,2.96,72,1.31,167,220,0.367346939,1.027679445,4.440681687,-1.8055243
Cs_HY_MnBr3,0.772154854,9.5,0.775983594,0.717812912,29.25297522,548.1822027,2.96,83,1.55,167,220,0.423469388,0.987161617,4.115727039,0.253335027
Cs_HY_MoBr3,0.685201093,9.375,0.775983594,0.723705741,29.97767987,1074.115598,2.96,93,2.16,167,220,0.474489796,0.953003776,3.94730794,3.97527046
Cs_HY_PdBr3,0.681985952,9.875,0.775983594,0.717812912,27.8705726,665.066323,2.96,86,2.2,167,220,0.43877551,0.976659898,4.053661163,-1.394794275
Cs_HY_PtBr3,0.6765786,9.875,0.775983594,0.712399776,28.00604773,746.3164186,2.96,80,2.28,167,220,0.408163265,0.997891635,4.188463171,-0.661988001
Cs_HY_SnBr3,0.70619037,10.375,0.567961834,0.723705741,26.5028909,192.8454238,2.96,115,1.96,167,220,0.586734694,0.885588718,3.937985996,-2.595279699
Cs_HY_TiBr3,0.774101977,9.125,0.775983594,0.717812912,30.96920079,708.0369871,2.96,86,1.54,167,220,0.43877551,0.976659898,4.053661163,-1.042953716
Cs_HY_ZnBr3,0.753506142,10.125,0.775983594,0.712399776,27.05937319,250.1458951,2.96,74,1.65,167,220,0.37755102,1.020067005,4.369030546,-2.075266346
Cs_HY_ZrBr3,0.818177558,9.125,0.775983594,0.736883513,31.3906191,779.3880624,2.96,109,1.33,167,220,0.556122449,0.903010135,3.891278412,0.145612537
Cs_i-BuA_SnBr3,0.565851175,8.230769231,0.597109776,0.677427655,21.84718696,1586.004412,2.96,115,1.96,167,360,0.586734694,1.044744585,3.467881358,-1.377899927
Cs_IM_AgBr3,0.629280237,10.63157895,0.694456265,0.666804064,24.49967434,1501.99124,2.96,94,1.93,167,307,0.479591837,1.050906975,3.813498053,-1.370118792
Cs_IM_CaBr3,0.798991385,9.684210526,0.558620388,0.697475183,35.61496219,1498.316108,3.16,100,1,167,307,0.510204082,1.029604806,3.710418822,0.01666498
Cs_IM_CdBr3,0.66225437,10.73684211,0.694456265,0.660055876,24.08510325,1495.760521,2.66,95,1.69,167,307,0.484693878,1.047295611,3.79437205,0.488718303
Cs_IM_HfBr3,0.733081517,9.894736842,0.694456265,0.660055876,27.73583595,1608.108122,2.96,102,2,167,307,0.556122449,0.999223025,3.604540682,-0.093339226
Cs_IM_HgBr3,0.621440788,10.73684211,0.694456265,0.653699239,24.18193453,1506.727016,2.66,102,2,167,307,0.520408163,1.022694707,3.682036526,0.218352787
Cs_IM_InBr3,0.648832011,10.84210526,0.525923706,0.660055876,23.74465225,1499.490364,2.66,104,1.78,167,307,0.530612245,1.015876742,3.6564877,0.431266668
Cs_IM_MnBr3,0.685446999,10.21052632,0.694456265,0.642206414,25.99072393,1515.233412,2.66,119,2.33,167,307,0.423469388,1.092340583,4.081925397,0.724515664
Cs_IM_MoBr3,0.606806546,10.10526316,0.694456265,0.647745682,26.64822057,1662.9435,2.66,115,1.96,167,307,0.474489796,1.054543331,3.833438237,0.224083813
Cs_IM_PdBr3,0.603891635,10.52631579,0.694456265,0.642206414,24.73361626,1536.717541,2.96,94,1.93,167,303,0.43877551,1.080719939,3.99738876,-1.231834482
Cs_IM_SnBr3,0.625816913,10.94736842,0.525923706,0.647745682,23.48154549,1497.512896,2.66,94,1.93,167,303,0.586734694,0.979945411,3.563745545,0.420962915
Cs_IM_TiBr3,0.687205256,9.894736842,0.694456265,0.642206414,27.54660783,1546.354187,2.66,100,1,167,303,0.43877551,1.080719939,3.99738876,0.360796041
Cs_IM_ZrBr3,0.726982981,9.894736842,0.694456265,0.660055876,27.92809917,1564.340956,3.16,95,1.69,167,303,0.556122449,0.999223025,3.604540682,-0.200281706
Cs_i-PA_AgBr3,0.593660958,8.347826087,0.759420553,0.71166583,23.90988372,1475.970569,2.96,109,1.3,167,303,0.479591837,1.055783573,3.811502405,-0.070277316
Cs_i-PA_CaBr3,0.744266977,7.565217391,0.586442959,0.742163647,34.79136608,1471.158479,2.96,102,2,167,303,0.510204082,1.034382555,3.706584296,0.108801012
Cs_i-PA_CdBr3,0.621315808,8.434782609,0.759420553,0.70482089,23.48296692,1462.805118,2.96,104,1.78,167,303,0.484693878,1.052155451,3.792082149,-0.39494116
Cs_i-PA_HfBr3,0.684056528,7.739130435,0.759420553,0.70482089,27.13370773,1589.102081,2.66,104,1.78,167,303,0.556122449,1.003859791,3.59754406,0.245892399
Cs_i-PA_HgBr3,0.587404839,8.434782609,0.759420553,0.69830672,23.58335437,1469.040147,3.16,83,1.55,167,303,0.520408163,1.02744039,3.677545778,1.160511588
Cs_i-PA_InBr3,0.609863373,8.52173913,0.59093684,0.70482089,23.12514836,1464.438883,2.66,93,2.16,167,303,0.530612245,1.020590788,3.651315946,6.983548431
Cs_i-PA_MoBr3,0.576406492,7.913043478,0.759420553,0.69213266,26.06189215,1644.268744,3.16,86,2.2,167,303,0.474489796,1.059436804,3.83173244,0.307429273
Cs_i-PA_SnBr3,0.590875057,8.608695652,0.59093684,0.69213266,22.83967587,1463.435926,2.66,118,0.95,167,303,0.586734694,0.984492721,3.554285221,0.136829047
Cs_i-PA_ZrBr3,0.678552381,7.739130435,0.759420553,0.70482089,27.32249107,1544.220056,2.96,109,1.33,167,303,0.556122449,1.003859791,3.59754406,2.057880529
Cs_MA_AgBr3,0.671987812,9.411764706,0.780720058,0.746228613,26.90654019,1062.476761,2.96,94,1.93,167,238,0.479591837,0.971662249,3.89215448,-2.54762798
Cs_MA_CaBr3,0.850733577,8.352941176,0.585540044,0.779071486,38.94208154,1049.735506,2.96,100,1,167,238,0.510204082,0.951966393,3.830021202,-2.17604764
Cs_MA_CdBr3,0.705797759,9.529411765,0.780720058,0.738998679,26.45823303,1016.242511,2.96,95,1.69,167,238,0.484693878,0.968323204,3.879491844,-1.455548087
Cs_MA_CoBr3,0.678170508,9.176470588,0.780720058,0.71435952,27.87164458,1139.388141,2.96,74.5,1.88,167,238,0.380102041,1.041708142,4.349154316,-0.668143608
Cs_MA_CrBr3,0.710725317,8.823529412,0.780720058,0.719854483,29.04643245,1218.489136,2.96,80,1.66,167,238,0.408163265,1.020949465,4.175545258,0.629534651
Cs_MA_CuBr3,0.675640789,9.411764706,0.780720058,0.71435952,26.78716821,1077.349698,2.96,73,1.9,167,238,0.37244898,1.047516923,4.403764956,-1.532826529
Cs_MA_FeBr3,0.684819058,9.058823529,0.780720058,0.719854483,28.35086292,1146.910859,2.96,78,1.83,167,238,0.397959184,1.028401651,4.234067184,0.184859722
Cs_MA_GeBr3,0.663096632,9.764705882,0.577350269,0.704762709,25.74730684,1059.836169,2.96,73,2.01,167,238,0.37244898,1.047516923,4.403764956,-1.759212107
Cs_MA_HfBr3,0.780350959,8.588235294,0.780720058,0.738998679,30.40660956,1290.993469,2.96,109,1.3,167,238,0.556122449,0.923875581,3.797555107,-1.520147533
Cs_MA_HgBr3,0.664139257,9.529411765,0.780720058,0.732185248,26.56295308,1014.991937,2.96,102,2,167,238,0.520408163,0.945577357,3.816566353,-1.153594457
Cs_MA_InBr3,0.691920034,9.647058824,0.577350269,0.738998679,26.08995428,1013.408224,2.96,104,1.78,167,238,0.530612245,0.939273508,3.806680881,-1.637264246
Cs_MA_MgBr3,0.778179805,8.352941176,0.585540044,0.732185248,26.67261838,1033.158128,2.96,72,1.31,167,238,0.367346939,1.051425568,4.442047527,-1.423913553
Cs_MA_MnBr3,0.730016308,8.941176471,0.780720058,0.719854483,28.51883254,1099.543968,2.96,83,1.55,167,238,0.423469388,1.009971514,4.096910532,0.699339377
Cs_MA_MoBr3,0.649898893,8.823529412,0.780720058,0.725800051,29.22995854,1387.16396,2.96,93,2.16,167,238,0.474489796,0.975024402,3.905761459,4.406176385
Cs_MA_PdBr3,0.647173341,9.294117647,0.780720058,0.719854483,27.15949365,1149.943676,2.96,86,2.2,167,238,0.43877551,0.999227136,4.028569459,-1.018449901
Cs_MA_PtBr3,0.64275523,9.294117647,0.780720058,0.71435952,27.29294345,1190.192797,2.96,80,2.28,167,238,0.408163265,1.020949465,4.175545258,-0.261431008
Cs_MA_SnBr3,0.668507221,9.764705882,0.577350269,0.725800051,25.80513053,1014.234562,2.96,115,1.96,167,238,0.586734694,0.906051615,3.816481832,-2.323753848
