A1_A2_BX3,PymatgenData std_dev X,PymatgenData mean group,PymatgenData std_dev block,PymatgenData std_dev atomic_radius,PymatgenData std_dev mendeleev_no,PymatgenData std_dev melting_point,X-electro_negativity,B-radius,B-Electro-negativity,A1-radius,A2-radius,OctahedralFactor,ToleranceFactor,NEWToleranceFactor,formation energy(ev)
Cs_TroP_HfI3,0.572689561,9.391304348,0.705291356,0.706861971,26.12651664,1933.350321,2.66,109,1.3,167,333,0.495454545,1.010152545,3.781319308,-3.803355208
Cs_TroP_HgI3,0.46665641,10.08695652,0.705291356,0.701628143,22.73075405,1936.645939,2.66,102,2,167,333,0.463636364,1.032112382,3.890842571,0.231660697
Cs_TroP_InI3,0.49094989,10.17391304,0.554700196,0.706861971,22.31005293,1925.046202,2.66,104,1.78,167,333,0.472727273,1.025741318,3.856153428,0.467590876
Cs_TroP_PbI3,0.449909963,10.26086957,0.554700196,0.73796324,22.11230079,1916.606329,2.66,119,2.33,167,333,0.540909091,0.980354534,3.678773744,1.341571649
Cs_TroP_SnI3,0.470343028,10.26086957,0.554700196,0.6967415,22.05575685,1921.12805,2.66,115,1.96,167,333,0.522727273,0.99206026,3.712570132,0.953504732
Cs_TroP_SrI3,0.650117544,9.217391304,0.577350269,0.768264778,33.86632849,1902.13547,2.66,118,0.95,167,333,0.536363636,0.983254992,3.686344668,0.519125354
Cs_TroP_ZrI3,0.566644193,9.391304348,0.705291356,0.706861971,26.30969403,1913.864768,2.66,109,1.33,167,333,0.495454545,1.010152545,3.781319308,3.302477227
DiEA_Cs_PbI3,0.46352643,8.230769231,0.597109776,0.77994712,21.87536618,1574.878805,2.66,119,2.33,385,167,0.540909091,1.034586913,3.605651552,0.568700577
DiEA_Cs_SnI3,0.47977865,8.230769231,0.597109776,0.738016071,21.81239535,1576.103168,2.66,115,1.96,385,167,0.522727273,1.046940189,3.65443206,0.255879999
DiEA_Cs_SrI3,0.642791414,7.307692308,0.590001073,0.809832118,33.52938128,1576.988564,2.66,118,0.95,385,167,0.536363636,1.037647821,3.617070478,0.502224744
DiEA_NH4_HfI3,0.467070438,7.066666667,0.767490128,0.623374599,16.07133072,1662.037995,2.66,109,1.3,385,170,0.495454545,1.069257215,3.742741325,1.665129845
DiEA_NH4_InI3,0.371750763,7.666666667,0.619323537,0.623374599,7.672223517,1559.497112,2.66,104,1.78,385,170,0.472727273,1.085758098,3.834141061,0.032853393
DiEA_NH4_PbI3,0.317654072,7.733333333,0.619323537,0.663815249,6.88755081,1558.203486,2.66,119,2.33,385,170,0.540909091,1.037715704,3.602890699,0.728879802
DiEA_NH4_SnI3,0.345842232,7.733333333,0.619323537,0.609204512,6.634282073,1558.705562,2.66,115,1.96,385,170,0.522727273,1.050106339,3.652371604,0.160803528
DiEA_NH4_SrI3,0.551645111,6.933333333,0.608163641,0.700660158,26.71642048,1563.367588,2.66,118,0.95,385,170,0.536363636,1.040785869,3.614488715,0.173263716
DiEA_NH4_ZrI3,0.460285796,7.066666667,0.767490128,0.623374599,16.37196066,1625.014878,2.66,109,1.33,385,170,0.495454545,1.069257215,3.742741325,3.458160577
DiMA_AA_PbI3,0.336672239,8.2,0.607332248,0.642612496,6.686051053,1523.687944,2.66,119,2.33,296,300,0.540909091,1.080475849,3.576717206,1.113929519
DiMA_AA_SrI3,0.561861076,7.4,0.60190953,0.678643778,26.1019753,1528.696655,2.66,118,0.95,296,300,0.536363636,1.083672523,3.590442586,0.316162112
DiMA_Az_HfI3,0.457364958,7.290322581,0.754441774,0.607306146,15.66091156,1748.197544,2.66,109,1.3,296,284,0.495454545,1.096122974,3.73726597,2.020649554
DiMA_Az_HgI3,0.334231965,7.806451613,0.754441774,0.600268546,8.841369313,1672.757971,2.66,102,2,296,284,0.463636364,1.119951734,3.877807514,0.295360541
DiMA_Az_InI3,0.364300398,7.870967742,0.614295117,0.607306146,7.522084884,1668.32783,2.66,104,1.78,296,284,0.472727273,1.113038452,3.834534947,0.422804506
DiMA_Az_PbI3,0.311058246,7.935483871,0.614295117,0.646647134,6.768870664,1666.158614,2.66,119,2.33,296,284,0.540909091,1.063788963,3.58458509,0.709952313
DiMA_Az_SnI3,0.338929595,7.935483871,0.614295117,0.593531696,6.526433913,1667.174991,2.66,115,1.96,296,284,0.522727273,1.076490921,3.639398867,0.24598941
DiMA_Az_SrI3,0.539845074,7.161290323,0.606567827,0.682514082,26.02423882,1668.076469,2.66,118,0.95,296,284,0.536363636,1.066936267,3.597544274,0.170159447
DiMA_Az_ZrI3,0.450746411,7.290322581,0.754441774,0.607306146,15.95325325,1716.966335,2.66,109,1.33,296,284,0.495454545,1.096122974,3.73726597,3.901237408
DiMA_GUA_PbI3,0.359839044,8.482758621,0.601721668,0.640494152,6.62518705,1356.672986,2.66,119,2.33,296,280,0.540909091,1.059617241,3.586991122,0.797312534
DiMA_GUA_SnI3,0.389319034,8.482758621,0.601721668,0.586853092,6.369647855,1356.489075,2.66,115,1.96,296,280,0.522727273,1.072269388,3.641006968,0.337135235
DiMA_GUA_SrI3,0.584485627,7.655172414,0.598849472,0.676827029,26.27848208,1365.909294,2.66,118,0.95,296,280,0.536363636,1.062752204,3.599746922,0.207569373
DiMA_IM_HfI3,0.476180455,8.206896552,0.724626533,0.583661319,15.45129363,1721.095569,2.66,109,1.3,296,303,0.495454545,1.116540951,3.736786884,2.361488597
DiMA_IM_InI3,0.383356065,8.827586207,0.589767825,0.583661319,7.32042545,1647.123722,2.66,104,1.78,296,303,0.472727273,1.133771521,3.838031547,0.66136756
DiMA_IM_PbI3,0.326643516,8.896551724,0.589767825,0.622649426,6.565339209,1644.421508,2.66,119,2.33,296,303,0.540909091,1.08360464,3.575534154,1.045653578
DiMA_IM_SnI3,0.357449157,8.896551724,0.589767825,0.570095046,6.322175232,1645.73548,2.66,115,1.96,296,303,0.522727273,1.096543202,3.633891801,0.602094875
DiMA_IM_SrI3,0.557814956,8.068965517,0.592596464,0.65836526,25.77747584,1644.961452,2.66,118,0.95,296,303,0.536363636,1.08681057,3.589395407,0.388660449
DiMA_IM_ZrI3,0.469619144,8.206896552,0.724626533,0.583661319,15.74281171,1690.810944,2.66,109,1.33,296,303,0.495454545,1.116540951,3.736786884,4.257190787
DiMA_MA_AgI3,0.358638049,7.777777778,0.774596669,0.644916015,10.19579162,1446.144063,2.66,94,1.93,296,238,0.427272727,1.096691091,4.061259849,0.153286766
DiMA_MA_CaI3,0.559977678,7.111111111,0.605530071,0.679153885,27.48590548,1440.836844,2.66,100,1,296,238,0.454545455,1.076128133,3.918723681,0.414889868
DiMA_MA_CdI3,0.39887498,7.851851852,0.774596669,0.637091372,9.008560743,1429.767443,2.66,95,1.69,296,238,0.431818182,1.093209532,4.035552492,0.481917028
DiMA_MA_HfI3,0.483967974,7.259259259,0.774596669,0.637091372,16.68357476,1561.375325,2.66,109,1.3,296,238,0.495454545,1.046689977,3.752514448,1.750353011
DiMA_MA_HgI3,0.349273055,7.851851852,0.774596669,0.629583195,9.302777363,1433.628836,2.66,102,2,296,238,0.463636364,1.069444107,3.877129571,0.275081231
DiMA_MA_InI3,0.382446075,7.925925926,0.615765107,0.637091372,7.854139036,1430.363435,2.66,104,1.78,296,238,0.472727273,1.0628426,3.838284933,0.262080205
DiMA_MA_MoI3,0.332673514,7.407407407,0.774596669,0.622402938,14.80343429,1616.078062,2.66,93,2.16,296,238,0.422727273,1.100194896,4.08779309,6.838378138
DiMA_MA_PbI3,0.323245907,8,0.615765107,0.679153885,7.019615374,1429.784054,2.66,119,2.33,296,238,0.540909091,1.015814166,3.625162723,0.768627406
DiMA_MA_SnI3,0.35447849,8,0.615765107,0.622402938,6.749382688,1429.845916,2.66,115,1.96,296,238,0.522727273,1.027943291,3.669417178,0.235509642
DiMA_MA_SrI3,0.573256414,7.111111111,0.605530071,0.717576941,27.80564991,1438.387557,2.66,118,0.95,296,238,0.536363636,1.018819534,3.63542261,0.204481525
DiMA_MA_ZrI3,0.476782183,7.259259259,0.774596669,0.637091372,16.99816167,1516.464862,2.66,109,1.33,296,238,0.495454545,1.046689977,3.752514448,3.629545635
EA_AA_PbI3,0.336672239,8.2,0.607332248,0.642612496,6.686051053,1523.687944,2.66,119,2.33,299,300,0.540909091,1.08360464,3.575534154,0.875363387
EA_Az_HfI3,0.457364958,7.290322581,0.754441774,0.607306146,15.66091156,1748.197544,2.66,109,1.3,299,284,0.495454545,1.099346865,3.736995915,1.842927745
EA_Az_HgI3,0.334231965,7.806451613,0.754441774,0.600268546,8.841369313,1672.757971,2.66,102,2,299,284,0.463636364,1.12324571,3.878443952,0.087921723
EA_Az_InI3,0.364300398,7.870967742,0.614295117,0.607306146,7.522084884,1668.32783,2.66,104,1.78,299,284,0.472727273,1.116312094,3.834917963,0.333543636
EA_Az_PbI3,0.311058246,7.935483871,0.614295117,0.646647134,6.768870664,1666.158614,2.66,119,2.33,299,284,0.540909091,1.066917754,3.582900321,0.649696872
EA_Az_SnI3,0.338929595,7.935483871,0.614295117,0.593531696,6.526433913,1667.174991,2.66,115,1.96,299,284,0.522727273,1.07965707,3.638300054,0.185304771
EA_Az_SrI3,0.539845074,7.161290323,0.606567827,0.682514082,26.02423882,1668.076469,2.66,118,0.95,299,284,0.536363636,1.070074315,3.596008796,0.100231556
EA_Az_ZrI3,0.450746411,7.290322581,0.754441774,0.607306146,15.95325325,1716.966335,2.66,109,1.33,299,284,0.495454545,1.099346865,3.736995915,3.687242458
EA_Cs_AgI3,0.530320333,8.8,0.767890078,0.782981701,25.10144933,1303.725812,2.66,94,1.93,299,167,0.427272727,1.020125388,4.071067984,0.314219951
EA_Cs_CaI3,0.698584529,7.9,0.584276741,0.80991166,36.4523307,1296.886928,2.66,100,1,299,167,0.454545455,1.000998037,3.954566035,0.228967912
EA_Cs_CdI3,0.560397334,8.9,0.767890078,0.777102265,24.66912072,1283.006797,2.66,95,1.69,299,167,0.431818182,1.016886895,4.049557485,0.483293665
EA_Cs_HfI3,0.630757344,8.1,0.767890078,0.777102265,28.42922246,1451.785203,2.66,109,1.3,299,167,0.495454545,0.973615112,3.832145135,1.375983668
EA_Cs_HgI3,0.52379879,8.9,0.767890078,0.771580331,24.7703939,1288.683736,2.66,102,2,299,167,0.463636364,0.994780658,3.922155979,0.095327624
EA_Cs_InI3,0.547783937,9,0.584276741,0.777102265,24.31091709,1284.051429,2.66,104,1.78,299,167,0.472727273,0.988640037,3.89278672,0.117249483
EA_Cs_MoI3,0.513050041,8.3,0.767890078,0.766423625,27.31577793,1520.946575,2.66,93,2.16,299,167,0.422727273,1.023384575,4.093455145,6.665151332
EA_Cs_PbI3,0.508274634,9.1,0.584276741,0.80991166,24.09292356,1283.019013,2.66,119,2.33,299,167,0.540909091,0.944894902,3.762773724,0.536992699
EA_Cs_SnI3,0.527394049,9.1,0.584276741,0.766423625,24.03015347,1283.248325,2.66,115,1.96,299,167,0.522727273,0.956177229,3.782422896,0.008259746
EA_Cs_SrI3,0.710788537,7.9,0.584276741,0.841893392,36.72094207,1293.742083,2.66,118,0.95,299,167,0.536363636,0.947690449,3.766685251,0.064879571
EA_Cs_ZrI3,0.624553634,8.1,0.767890078,0.777102265,28.62576606,1394.4339,2.66,109,1.33,299,167,0.495454545,0.973615112,3.832145135,3.329270949
EA_DiMA_HfI3,0.467070438,7.066666667,0.767490128,0.623374599,16.07133072,1662.037995,2.66,109,1.3,299,296,0.495454545,1.112242429,3.736652865,2.313117232
EA_DiMA_PbI3,0.317654072,7.733333333,0.619323537,0.663815249,6.88755081,1558.203486,2.66,119,2.33,299,296,0.540909091,1.079432918,3.577131166,0.816190789
EA_DiMA_SnI3,0.345842232,7.733333333,0.619323537,0.609204512,6.634282073,1558.705562,2.66,115,1.96,299,296,0.522727273,1.092321669,3.634774409,0.348991641
EA_DiMA_SrI3,0.551645111,6.933333333,0.608163641,0.700660158,26.71642048,1563.367588,2.66,118,0.95,299,296,0.536363636,1.082626507,3.590810735,0.193209034
EA_DiMA_ZrI3,0.460285796,7.066666667,0.767490128,0.623374599,16.37196066,1625.014878,2.66,109,1.33,299,296,0.495454545,1.112242429,3.736652865,4.033443007
EA_FA_HfI3,0.498152763,7.777777778,0.752154939,0.614669606,16.26510943,1525.623951,2.66,109,1.3,299,277,0.495454545,1.091824452,3.737747117,1.70698104
EA_FA_InI3,0.40104644,8.444444444,0.602121085,0.614669606,7.621525399,1397.699408,2.66,104,1.78,299,277,0.472727273,1.108673595,3.834129433,0.240237242
EA_FA_PbI3,0.342360566,8.518518519,0.602121085,0.655713474,6.803736962,1397.108578,2.66,119,2.33,299,277,0.540909091,1.059617241,3.586991122,0.654556785
EA_FA_SnI3,0.374067766,8.518518519,0.602121085,0.60037339,6.538881564,1397.182471,2.66,115,1.96,299,277,0.522727273,1.072269388,3.641006968,0.149085924
EA_FA_SrI3,0.583746316,7.62962963,0.598803588,0.69328021,27.14488205,1405.464929,2.66,118,0.95,299,277,0.536363636,1.062752204,3.599746922,0.160172969
EA_FA_ZrI3,0.491278112,7.777777778,0.752154939,0.614669606,16.57291026,1481.724226,2.66,109,1.33,299,277,0.495454545,1.091824452,3.737747117,3.525687928
EA_GUA_PbI3,0.359839044,8.482758621,0.601721668,0.640494152,6.62518705,1356.672986,2.66,119,2.33,299,280,0.540909091,1.062746032,3.585169282,0.748875675
EA_GUA_SnI3,0.389319034,8.482758621,0.601721668,0.586853092,6.369647855,1356.489075,2.66,115,1.96,299,280,0.522727273,1.075435537,3.639785386,0.218675896
EA_GUA_SrI3,0.584485627,7.655172414,0.598849472,0.676827029,26.27848208,1365.909294,2.66,118,0.95,299,280,0.536363636,1.065890252,3.598078091,0.033092965
EA_HA_AgI3,0.433345085,8.4,0.760725774,0.636405196,10.20325838,1234.839713,2.66,94,1.93,299,226,0.427272727,1.086557395,4.059677746,-0.049319704
EA_HA_CaI3,0.623135367,7.68,0.597060702,0.670967033,27.7573814,1227.283316,2.66,100,1,299,226,0.454545455,1.066184444,3.919979238,0.196706172
EA_HA_CdI3,0.471061646,8.48,0.760725774,0.628527085,8.987388283,1208.703906,2.66,95,1.69,299,226,0.431818182,1.083108006,4.034431801,0.229544506
EA_HA_HfI3,0.550901198,7.84,0.760725774,0.628527085,16.80801176,1382.127379,2.66,109,1.3,299,226,0.495454545,1.037018304,3.758419295,1.263337137
EA_HA_HgI3,0.424440263,8.48,0.760725774,0.620977798,9.289081604,1209.726199,2.66,102,2,299,226,0.463636364,1.05956218,3.87937261,0.054220692
EA_HA_InI3,0.455708138,8.56,0.600925213,0.628527085,7.800462949,1207.755106,2.66,104,1.78,299,226,0.472727273,1.053021673,3.841539718,0.139361241
EA_HA_MoI3,0.408177408,8,0.760725774,0.613769471,14.89811074,1448.282639,2.66,93,2.16,299,226,0.422727273,1.090028824,4.085753614,6.577288534
EA_HA_PbI3,0.397737816,8.64,0.600925213,0.670967033,6.938219432,1208.788842,2.66,119,2.33,299,226,0.540909091,1.006427793,3.637015855,0.499318702
EA_HA_SnI3,0.429402578,8.64,0.600925213,0.613769471,6.657980452,1207.893825,2.66,115,1.96,299,226,0.522727273,1.018444842,3.678772637,-0.035824022
EA_HA_SrI3,0.635842253,7.68,0.597060702,0.709859467,28.08114894,1223.691473,2.66,118,0.95,299,226,0.536363636,1.00940539,3.646634886,0.072329945
EA_HA_ZrI3,0.544119234,7.84,0.760725774,0.628527085,17.12738223,1326.53798,2.66,109,1.33,299,226,0.495454545,1.037018304,3.758419295,3.175265496
EA_HY_AgI3,0.388756064,8.076923077,0.76974737,0.642133009,10.20376108,1233.731323,2.66,94,1.93,299,220,0.427272727,1.079801597,4.059029,0.36470478
EA_HY_CaI3,0.587085687,7.384615385,0.602856636,0.67660724,27.68645242,1226.039046,2.66,100,1,299,220,0.454545455,1.059555317,3.921305256,0.218354376
EA_HY_CdI3,0.428448692,8.153846154,0.76974737,0.634263943,8.994001917,1206.766997,2.66,95,1.69,299,220,0.431818182,1.076373656,4.034103562,0.113948853
EA_HY_HfI3,0.512108882,7.538461538,0.76974737,0.634263943,16.77953704,1381.868187,2.66,109,1.3,299,220,0.495454545,1.030570522,3.762999,1.372212251
EA_HY_HgI3,0.379426881,8.153846154,0.76974737,0.626717903,9.294141018,1207.226612,2.66,102,2,299,220,0.463636364,1.052974229,3.881387848,0.004557939
EA_HY_InI3,0.412282782,8.230769231,0.610120231,0.634263943,7.813492228,1205.568457,2.66,104,1.78,299,220,0.472727273,1.046474388,3.844262159,0.101951266
EA_HY_MoI3,0.362594663,7.692307692,0.76974737,0.619506696,14.87754717,1448.080473,2.66,93,2.16,299,220,0.422727273,1.083251443,4.084787399,6.580232518
EA_HY_PbI3,0.352328941,8.307692308,0.610120231,0.67660724,6.956282617,1206.861363,2.66,119,2.33,299,220,0.540909091,1.000170211,3.64578847,0.512219742
EA_HY_SnI3,0.384620644,8.307692308,0.610120231,0.619506696,6.677762426,1205.823209,2.66,115,1.96,299,220,0.522727273,1.012112542,3.685780762,-0.024669073
EA_HY_SrI3,0.600212884,7.384615385,0.602856636,0.715344715,28.00900579,1222.369684,2.66,118,0.95,299,220,0.536363636,1.003129295,3.654954248,0.072865339
EA_HY_ZrI3,0.505035437,7.538461538,0.76974737,0.634263943,17.09760784,1326.137513,2.66,109,1.33,299,220,0.495454545,1.030570522,3.762999,3.267481026
EA_IM_HfI3,0.476180455,8.206896552,0.724626533,0.583661319,15.45129363,1721.095569,2.66,109,1.3,299,303,0.495454545,1.119764842,3.736964648,2.307343455
EA_IM_PbI3,0.326643516,8.896551724,0.589767825,0.622649426,6.565339209,1644.421508,2.66,119,2.33,299,303,0.540909091,1.086733431,3.574437579,0.94579814
EA_IM_SnI3,0.357449157,8.896551724,0.589767825,0.570095046,6.322175232,1645.73548,2.66,115,1.96,299,303,0.522727273,1.099709352,3.633320738,0.508222055
EA_IM_SrI3,0.557814956,8.068965517,0.592596464,0.65836526,25.77747584,1644.961452,2.66,118,0.95,299,303,0.536363636,1.089948618,3.588432423,0.290439141
EA_IM_ZrI3,0.469619144,8.206896552,0.724626533,0.583661319,15.74281171,1690.810944,2.66,109,1.33,299,303,0.495454545,1.119764842,3.736964648,3.941204679
EA_MA_AgI3,0.358638049,7.777777778,0.774596669,0.644916015,10.19579162,1446.144063,2.66,94,1.93,299,238,0.427272727,1.100068989,4.061940744,0.436056507
EA_MA_CaI3,0.559977678,7.111111111,0.605530071,0.679153885,27.48590548,1440.836844,2.66,100,1,299,238,0.454545455,1.079442696,3.918489816,0.274526779
EA_MA_CdI3,0.39887498,7.851851852,0.774596669,0.637091372,9.008560743,1429.767443,2.66,95,1.69,299,238,0.431818182,1.096576707,4.036084427,0.263400448
EA_MA_HfI3,0.483967974,7.259259259,0.774596669,0.637091372,16.68357476,1561.375325,2.66,109,1.3,299,238,0.495454545,1.049913868,3.750788411,1.543462938
EA_MA_HgI3,0.349273055,7.851851852,0.774596669,0.629583195,9.302777363,1433.628836,2.66,102,2,299,238,0.463636364,1.072738083,3.876578109,0.090764576
EA_MA_InI3,0.382446075,7.925925926,0.615765107,0.637091372,7.854139036,1430.363435,2.66,104,1.78,299,238,0.472727273,1.066116243,3.837408453,0.130219729
EA_MA_MoI3,0.332673514,7.407407407,0.774596669,0.622402938,14.80343429,1616.078062,2.66,93,2.16,299,238,0.422727273,1.103583587,4.088621726,6.822787811
EA_MA_PbI3,0.323245907,8,0.615765107,0.679153885,7.019615374,1429.784054,2.66,119,2.33,299,238,0.540909091,1.018942958,3.621538425,0.597567509
EA_MA_SnI3,0.35447849,8,0.615765107,0.622402938,6.749382688,1429.845916,2.66,115,1.96,299,238,0.522727273,1.031109441,3.666588568,0.078688187
EA_MA_SrI3,0.573256414,7.111111111,0.605530071,0.717576941,27.80564991,1438.387557,2.66,118,0.95,299,238,0.536363636,1.021957582,3.632002287,0.08203961
EA_MA_ZrI3,0.476782183,7.259259259,0.774596669,0.637091372,16.99816167,1516.464862,2.66,109,1.33,299,238,0.495454545,1.049913868,3.750788411,3.424094091
EA_NH4_AgI3,0.369960583,8.083333333,0.783953655,0.660709057,10.57660547,1278.025489,2.66,94,1.93,299,170,0.427272727,1.023503287,4.069355536,0.062431057
EA_NH4_CaI3,0.585927861,7.333333333,0.603807364,0.696475502,28.78512347,1270.36143,2.66,100,1,299,170,0.454545455,1.0043126,3.951425749,0.472235235
EA_NH4_CdI3,0.41372797,8.166666667,0.783953655,0.652559065,9.315645442,1251.894707,2.66,95,1.69,299,170,0.431818182,1.02025407,4.047616887,0.676792914
EA_NH4_HfI3,0.505036096,7.5,0.783953655,0.652559065,17.42722965,1429.31348,2.66,109,1.3,299,170,0.495454545,0.976839003,3.826538818,1.543688687
EA_NH4_HgI3,0.359656955,8.166666667,0.783953655,0.644750436,9.628516674,1253.542734,2.66,102,2,299,170,0.463636364,0.998074634,3.918505001,0.256361205
EA_NH4_InI3,0.395931128,8.25,0.612372436,0.652559065,8.08483663,1251.177163,2.66,104,1.78,299,170,0.472727273,0.991913679,3.888605152,0.357857256
EA_NH4_MoI3,0.341154596,7.666666667,0.783953655,0.637295719,15.44614299,1497.611152,2.66,93,2.16,299,170,0.422727273,1.026773265,4.091967307,6.746148724
EA_NH4_PbI3,0.330208268,8.333333333,0.612372436,0.696475502,7.190850668,1251.97254,2.66,119,2.33,299,170,0.540909091,0.948023693,3.753788882,0.734779608
EA_NH4_SnI3,0.365392198,8.333333333,0.612372436,0.637295719,6.900332118,1251.198427,2.66,115,1.96,299,170,0.522727273,0.959343379,3.774886703,0.209351339
EA_NH4_SrI3,0.600020833,7.333333333,0.603807364,0.736740428,29.12097612,1266.732034,2.66,118,0.95,299,170,0.536363636,0.950828497,3.7580762,0.303049964
EA_NH4_ZrI3,0.497363884,7.5,0.783953655,0.652559065,17.75850735,1372.023951,2.66,109,1.33,299,170,0.495454545,0.976839003,3.826538818,3.508378735
EA_TetraMA_PbI3,0.309065638,7.333333333,0.626224291,0.637521626,6.695037671,1737.471321,2.66,119,2.33,299,301,0.540909091,1.08464757,3.575159131,1.511976628
EA_TetraMA_SrI3,0.518230398,6.666666667,0.614370393,0.67174232,24.97695016,1739.076321,2.66,118,0.95,299,301,0.536363636,1.087856586,3.589065164,0.581562334
FA_AA_PbI3,0.35657074,9.037037037,0.588348405,0.635428384,6.622514047,1371.733636,2.66,119,2.33,277,300,0.540909091,1.060660172,3.586372193,0.763534291
FA_AA_SnI3,0.389182575,9.037037037,0.588348405,0.581154355,6.361543112,1371.819425,2.66,115,1.96,277,300,0.522727273,1.073324771,3.640589344,0.32839697
FA_AA_SrI3,0.593186636,8.148148148,0.591607978,0.672366658,26.62633167,1379.888497,2.66,118,0.95,277,300,0.536363636,1.06379822,3.599179313,0.304288273
FA_Az_CaI3,0.55736523,7.857142857,0.595437196,0.637951266,26.1059032,1541.862796,2.66,100,1,277,284,0.454545455,1.1059592,3.91959509,0.243927287
FA_Az_CdI3,0.406915671,8.571428571,0.737317003,0.598011858,8.547939677,1536.53851,2.66,95,1.69,277,284,0.431818182,1.123514108,4.042897828,0.455571899
FA_Az_HfI3,0.486330976,8,0.737317003,0.598011858,15.82788104,1634.791316,2.66,109,1.3,277,284,0.495454545,1.075704997,3.740866756,1.591027606
FA_Az_HgI3,0.360153503,8.571428571,0.737317003,0.590900699,8.825891662,1542.592113,2.66,102,2,277,284,0.463636364,1.099089888,3.875326092,0.137834429
FA_Az_InI3,0.391528473,8.642857143,0.595437196,0.598011858,7.459344353,1538.320467,2.66,104,1.78,277,284,0.472727273,1.092305383,3.833749935,0.151486897
FA_Az_PbI3,0.33390799,8.714285714,0.595437196,0.637951266,6.675191519,1536.502826,2.66,119,2.33,277,284,0.540909091,1.043973286,3.597753689,0.577990573
FA_Az_SnI3,0.365127126,8.714285714,0.595437196,0.584107711,6.421979304,1537.298084,2.66,115,1.96,277,284,0.522727273,1.056438639,3.648593776,0.052111371
FA_Az_SrI3,0.569795498,7.857142857,0.595437196,0.674523401,26.41029414,1540.290294,2.66,118,0.95,277,284,0.536363636,1.047061964,3.609699038,0.045755933
FA_Az_ZrI3,0.479624853,8,0.737317003,0.598011858,16.12693963,1598.786943,2.66,109,1.33,277,284,0.495454545,1.075704997,3.740866756,3.44350246
FA_Cs_AgI3,0.589926134,10.23529412,0.74192905,0.758393401,26.19843122,1030.921043,2.66,94,1.93,277,167,0.427272727,0.995354131,4.088563705,0.294573215
FA_Cs_CaI3,0.770599076,9.176470588,0.574695771,0.785140086,37.95675956,1019.107326,2.66,100,1,277,167,0.454545455,0.976691242,3.983673942,0.207441789
FA_Cs_CdI3,0.623424988,10.35294118,0.74192905,0.752701556,25.7676634,989.612087,2.66,95,1.69,277,167,0.431818182,0.992194277,4.068900637,0.648925267
FA_Cs_HfI3,0.698942189,9.411764706,0.74192905,0.752701556,29.59946689,1250.114652,2.66,109,1.3,277,167,0.495454545,0.949973244,3.881574806,1.100077819
FA_Cs_HgI3,0.582360744,10.35294118,0.74192905,0.747426778,25.86804908,990.9617461,2.66,102,2,277,167,0.463636364,0.970624836,3.955445493,0.605403364
FA_Cs_InI3,0.609556163,10.47058824,0.55022931,0.752701556,25.41634957,987.9931149,2.66,104,1.78,277,167,0.472727273,0.964633325,3.930435962,0.101154791
FA_Cs_MoI3,0.56915437,9.647058824,0.74192905,0.742577954,28.45211654,1343.631765,2.66,93,2.16,277,167,0.422727273,0.998534177,4.109135172,6.39304393
FA_Cs_PbI3,0.56169305,10.58823529,0.55022931,0.785140086,25.20703266,989.7508384,2.66,119,2.33,277,167,0.540909091,0.921950434,3.840535798,0.532508603
FA_Cs_SnI3,0.586555018,10.58823529,0.55022931,0.742577954,25.14781987,988.26755,2.66,115,1.96,277,167,0.522727273,0.932958798,3.847971206,-0.032041838
FA_Cs_SrI3,0.783442181,9.176470588,0.574695771,0.81776435,38.23790808,1013.463342,2.66,118,0.95,277,167,0.536363636,0.924678098,3.841269901,0.125452746
FA_Cs_ZrI3,0.692352723,9.411764706,0.74192905,0.752701556,29.80256131,1169.461599,2.66,109,1.33,277,167,0.495454545,0.949973244,3.881574806,3.036297428
FA_DiMA_HfI3,0.498152763,7.777777778,0.752154939,0.614669606,16.26510943,1525.623951,2.66,109,1.3,277,296,0.495454545,1.088600561,3.738201466,1.907261463
FA_DiMA_HgI3,0.368993462,8.37037037,0.752154939,0.607358594,9.040634255,1400.921922,2.66,102,2,277,296,0.463636364,1.112265791,3.876573002,0.381406296
FA_DiMA_InI3,0.40104644,8.444444444,0.602121085,0.614669606,7.621525399,1397.699408,2.66,104,1.78,277,296,0.472727273,1.105399953,3.833906465,0.344601727
FA_DiMA_PbI3,0.342360566,8.518518519,0.602121085,0.655713474,6.803736962,1397.108578,2.66,119,2.33,277,296,0.540909091,1.05648845,3.588919105,0.806921228
FA_DiMA_SnI3,0.374067766,8.518518519,0.602121085,0.60037339,6.538881564,1397.182471,2.66,115,1.96,277,296,0.522727273,1.069103238,3.642323561,0.304213946
FA_DiMA_SrI3,0.583746316,7.62962963,0.598803588,0.69328021,27.14488205,1405.464929,2.66,118,0.95,277,296,0.536363636,1.059614156,3.601519,0.209336334
FA_DiMA_ZrI3,0.491278112,7.777777778,0.752154939,0.614669606,16.57291026,1481.724226,2.66,109,1.33,277,296,0.495454545,1.088600561,3.738201466,3.790362373
FA_GUA_HfI3,0.534581872,8.615384615,0.727190886,0.59448771,16.11768704,1333.429687,2.66,109,1.3,277,280,0.495454545,1.071406475,3.742074347,1.478042967
FA_GUA_InI3,0.439247392,9.307692308,0.582671582,0.59448771,7.431580926,1163.435388,2.66,104,1.78,277,280,0.472727273,1.087940526,3.833974238,0.171549279
FA_GUA_PbI3,0.377505348,9.384615385,0.582671582,0.635312049,6.599195611,1164.627689,2.66,119,2.33,277,280,0.540909091,1.039801565,3.60112229,0.533525517
