yTrain,yTrainPreds
4.770881553,4.643866040744316
1.172352212,1.1701145135544029
3.697070079,3.679020421922454
1.666788885,1.6671322275925788
2.587686174,2.447156021830856
2.279470798,2.2865920951089818
3.055714879,3.056152921237939
0.932306614,1.172760776870546
3.888661426,3.9064514214047295
5.680651602,5.683689320029108
1.687070075,1.647148330792796
1.35040007,1.5323944779691063
4.519417212,4.5194754574082525
1.302284371,1.53419363671826
2.468921993,2.3387486826547
2.135642132,2.1758786133939934
2.010337188,2.043320800589291
0.941167604,1.1039161830223725
4.661001589,4.660830998511053
5.687390132,5.746525386249044
7.49490005,7.498201698583127
0.829769314,0.9685873179967024
1.30372862,1.2996908749789944
6.325841743,6.343082013966544
2.641233109,2.5020729764924536
2.309662226,2.188056068964296
0.014150572,2.022111149272179
5.601085037,5.597739485264464
1.202651012,1.365285460702815
6.091359997,6.127223943229149
1.541743385,1.6855862648607092
6.561424004,6.556516577839926
4.270604733,4.404730397797743
6.075358211,6.046251168413911
0.37905186,0.3726992119483482
3.612051086,3.61750827268522
5.540157398,5.540232968090413
2.663006069,2.615564694996513
3.045442415,2.22630069435816
4.343225166,4.347970459653439
1.885678441,1.9887837184491493
7.465518333,7.465149595685492
1.168707112,1.805610745606504
3.488539626,3.4866172578375303
1.376875454,1.3634048857316186
0.882478161,0.9680727379169968
4.572379501,4.92583167322537
1.472639247,1.4925751469924302
1.589574224,1.768977560751853
6.636203736,5.526429368028553
4.267990917,4.332711375861604
2.00822483,1.9333557163264845
1.618783137,1.6790593066913548
1.94060156,1.905292216117056
4.361657861,4.092395997744625
6.139457605,6.149570441792388
2.72071214,3.3845423628026823
6.593543741,6.546180255428279
1.234704298,1.151966527850553
2.709713869,2.695107645971916
7.00809248,6.636534728097227
3.417792585,3.253681571744279
2.50160388,2.4932059764976167
3.968519179,3.934574966146909
4.420490075,4.277796601395785
3.748973802,3.74680761489806
6.26925107,6.285068143696851
1.150445246,1.708771739215476
2.866172078,2.1475701964598275
3.207510067,2.791224314333562
1.577719355,1.5781147022091382
1.5345875,1.6021426581726543
1.659861619,1.660508688430598
4.318312053,4.429374236346077
4.456801818,4.496433811915461
3.048393117,3.0487042103965
8.979649376,8.621919458972428
2.027287096,2.1425109252582484
6.153143952,6.232751979522586
2.787545044,2.7167020426058643
6.718536093,6.47305028633057
0.865893738,0.8631788823446954
7.945140608,7.743106889289967
6.50354882,6.504363312883224
1.284632945,1.6141678331796951
1.611172047,1.6099304664141951
0.679311935,0.6577460808780371
3.207107893,2.7003419163808444
2.172012853,1.979006343270694
7.80852553,7.808528586133301
1.648965008,1.6364211966805766
2.189574371,2.1617426676681206
6.708904929,6.70257927326691
7.845613321,7.534638717047099
3.081957117,1.843094488064038
1.61755897,1.5933582939420288
1.432298212,2.093856295264247
2.547931234,2.6310034919213483
1.781985215,1.7851697278719638
1.07497085,1.080027235491914
1.40878473,1.84536217743266
0.182969091,0.4969911432935424
2.440971235,2.7132740503860355
0.028584553,0.3353431396917031
1.215455373,1.2040022888638884
5.566986234,5.6605633516916445
0.944898329,0.9787211320695284
7.859522847,7.120083245252716
2.7196517,2.7202741538454696
5.060682053,5.0460998752283786
6.428456304,6.481926450434736
2.301621192,2.569725649944669
1.730728513,1.7590691209234195
4.313014225,4.387049391588443
0.410944997,0.984586640803218
6.207281123,6.181439316174577
1.634958781,1.6656545462658978
7.966761692,7.554004886603352
1.210202904,2.105510575340527
3.661917931,2.9403286924352607
2.483975727,2.486181691245312
2.507816419,2.272978861566587
0.679873124,0.7807743466875244
1.485028372,1.4996666926187665
6.82087593,7.0140270404824765
5.509238541,5.447586288410299
7.586526967,7.586532322566778
1.626487363,1.645780433627658
2.473825902,2.586715221135645
6.174227625,6.1544611082241625
2.491434502,1.899588894242661
3.041982169,3.378175364615686
2.171092908,2.190641395991768
3.788359744,3.786943388290955
6.247800823,6.247812582366631
6.068961385,4.799390401231428
2.294780363,2.281675150602818
2.647494816,2.2382589668993367
1.047800324,1.0372196079218543
2.90630526,2.55584920530786
2.850663076,2.8515002255514044
5.724805042,5.786597310023505
3.628559496,3.722855890787204
5.719138006,5.714653770125283
1.65466556,1.549880486139225
2.657005839,2.44868266694894
8.97236733,8.583543800877077
4.928928565,4.429398542743506
3.17015973,3.113477618748341
1.989592852,1.7881357576925745
1.66856566,1.6517075535761514
5.632657573,5.417671983229902
3.676828979,3.68082315013689
0.618179256,0.7490143273187677
1.546743388,1.531409763440492
2.074340571,2.1617235822042478
2.906665826,2.9059617329140024
2.884614358,2.8705765457173005
2.673947167,2.6766003332033272
2.42189836,1.9365678580639387
0.159211386,0.6177754780458383
5.695805082,5.727088118773462
5.505434911,5.522563169762205
1.781464727,1.7801541898079896
1.719537823,1.857939426891075
2.133537453,2.1079492555918127
0.628797938,0.628416181560293
3.796011132,3.7998340294074073
3.549987347,3.7125710077355367
3.346396792,3.357212104349528
4.720106815,4.437574901806878
0.963271663,1.0738886219365666
3.92523109,3.834132152841065
2.191569056,2.161601786629989
3.640800183,3.641496869535692
5.776221637,5.917808771766047
3.731612072,3.575616659796653
4.283292735,4.288894749994307
6.537701942,6.532723066328014
0.250271329,1.0472914657944623
2.720272482,2.6954998594987063
0.966976255,0.9676804545142208
3.111423088,3.126762516220011
2.349958356,3.433753431235897
4.144544134,4.444152790483325
2.078047193,2.10418323020976
6.576409187,6.576221842330413
1.914235945,1.9309134723299404
2.825155298,2.8021479523144124
1.630105029,2.2654015270526338
3.181239313,2.8489924474112054
4.155315031,4.13802831776038
7.698227438,7.686946590377874
0.849772232,0.8556464851351221
2.259855444,2.604220427397764
2.185697146,2.096063004198667
6.879649829,6.894799057600229
1.861743406,1.851584149888369
2.134294946,2.145626425176413
1.381070768,1.395333257768005
5.446230589,4.909775045061958
7.79750509,7.791927018057456
6.647944899,6.6662744549335535
1.497538749,1.4830024879898
2.180516593,2.2225382635990614
2.360898457,2.1975484743871494
2.007454906,2.046599892471381
0.498393384,0.4898274374408039
4.866119149,4.725456011899714
3.99805482,3.701734056748906
5.267582285,5.818374150920285
1.957010168,2.0595402919583594
2.989864618,3.028702140907669
4.393334577,4.393529591865182
3.676959828,3.8060490273750056
1.149539741,1.1504912495071289
3.37798627,3.605892859032769
4.217405792,4.223254652105232
5.418863306,5.579504203805075
2.499854297,2.5540139441668064
1.634971772,1.6347273276354837
