StructureName,A1_Radius,A2_Radius,X_Electronegativity,B_Radius,B_Electronegativity,stddev_thermal_conductivity,stddev_mendeleev_no,stddev_X,stddev_atomic_mass,meanblock,stddev_melting_point,OctahedralFactor,ToleranceFactor,NEWToleranceFactor,GLLBSC_SOC_BandGap
3-Py_HA_AgI3,272,226,2.66,94,1.93,138.6342481,9.673486232,0.410482401,63.32791458,1.62962963,1546.210057,0.427272727,1.056156307,4.059631102,1.735171254
NH4_DiMA_CdBr3,170,296,2.96,95,1.69,55.07981796,9.280355597,0.511232172,49.79543563,1.583333333,1256.733339,0.484693878,1.04243577,3.796925906,1.735173362
TetraMA_Cs_CdBr3,301,167,2.96,95,1.69,63.85418613,22.48074657,0.594116903,52.41648928,1.576923077,1585.023273,0.484693878,1.04486569,3.795615245,1.738112825
HA_i-PA_PbI3,226,307,2.66,119,2.33,52.46231678,6.792262617,0.388243668,81.27718102,1.5,1385.191837,0.540909091,1.014771236,3.626406117,1.739476369
NH4_TroP_HfI3,170,333,2.66,109,1.3,71.80323387,15.80870197,0.444095541,74.24339664,1.666666667,1928.475445,0.495454545,1.013376436,3.77801009,1.741587371
TriMA_DiMA_PbI3,304,296,2.66,119,2.33,62.43089975,6.781906286,0.313012339,79.65421996,1.454545455,1657.437563,0.540909091,1.08464757,3.575159131,1.746265459
NH4_AA_SnBr3,170,300,2.96,115,1.96,49.43900866,6.596961459,0.471402058,49.5435319,1.541666667,1226.380552,0.586734694,0.979945411,3.563745545,1.747355816
HA_IM_SnBr3,226,303,2.96,115,1.96,54.96133263,6.267544183,0.487063613,46.78512211,1.625,1401.063401,0.586734694,1.04701824,3.465753527,1.747596482
NH4_GUA_CdBr3,170,280,2.96,95,1.69,45.50507818,9.066362266,0.535923482,48.41180425,1.652173913,912.6719091,0.484693878,1.022996409,3.810033877,1.747870003
NH4_i-BuA_InI3,170,360,2.66,104,1.78,61.698653,7.672223517,0.371750763,66.02708184,1.466666667,1559.497112,0.472727273,1.058477743,3.839613074,1.747996973
NH4_PhA_InBr3,170,388,2.96,104,1.78,68.86106551,7.354299034,0.444728649,45.74811367,1.571428571,1790.69679,0.530612245,1.119585737,3.603135386,1.749366626
FM_TiZ_SnBr3,190,320,2.96,115,1.96,59.85245987,6.192289112,0.459099602,45.44202724,1.666666667,1542.606507,0.586734694,1.025418515,3.488855956,1.753302723
FM_TiZ_HgBr3,190,320,2.96,102,2,58.6822025,8.66858953,0.45360678,64.6232609,1.75,1549.877585,0.520408163,1.070151538,3.649960297,1.754905337
Cs_MA_CdBr3,167,238,2.96,95,1.69,50.56283806,26.45823303,0.705797759,54.83766601,1.705882353,1016.242511,0.484693878,0.968323204,3.879491844,1.758295068
Cs_GUA_CdBr3,167,280,2.96,95,1.69,47.42555807,24.66135604,0.691583394,52.4111379,1.736842105,948.6282183,0.484693878,1.019351528,3.813054617,1.760046699
FM_i-BuA_HfBr3,190,360,2.96,109,1.3,61.12421067,15.2187488,0.563319953,58.56544803,1.5625,1713.640366,0.556122449,1.091958341,3.524415936,1.760244629
FM_Py_PbI3,190,322,2.66,119,2.33,63.05418451,6.528139152,0.364821956,78.48165772,1.615384615,1662.075527,0.540909091,0.992869699,3.656975783,1.761733209
IM_Az_SnBr3,303,284,2.96,115,1.96,66.33418748,6.183594594,0.426099016,45.31265395,1.566666667,1743.294567,0.586734694,1.112954242,3.428277749,1.762802403
Cs_NH4_GeBr3,167,170,2.96,73,2.01,26.11997486,28.37737413,0.733311429,49.08749565,1.642857143,455.7681571,0.37244898,0.958142832,4.44438704,1.762951694
Cs_MA_GeBr3,167,238,2.96,73,2.01,43.03568792,25.74730684,0.663096632,49.43627801,1.588235294,1059.836169,0.37244898,1.047516923,4.403764956,1.765880195
Cs_i-BuA_PdCl3,167,360,3.16,86,2.2,61.4649949,23.1880953,0.621549887,42.70588652,1.576923077,1634.117715,0.475138122,1.177187132,3.841042048,1.767453552
TetraMA_Cs_SnBr3,301,167,2.96,115,1.96,61.0798861,21.84718696,0.565851175,53.4642309,1.5,1586.004412,0.586734694,0.977671755,3.568669551,1.767886453
HA_HY_HgI3,226,220,2.66,102,2,2.830164599,9.752419055,0.467076011,84.71765687,1.666666667,192.8454976,0.463636364,0.97282082,3.951899081,1.769326557
FA_Az_PbBr3,277,284,2.96,119,2.33,58.19939116,6.61279751,0.414698138,67.63298212,1.535714286,1544.725815,0.607142857,1.069639306,3.396073017,1.774273304
