names,preds
3-Py_AA_AgI3,1.7211513809697525
3-Py_AA_BaBr3,4.952053303699343
3-Py_AA_BaCl3,5.824917917601959
3-Py_AA_BaI3,4.30453658299837
3-Py_AA_BeBr3,2.2872685343226333
3-Py_AA_BeCl3,2.8575038042111367
3-Py_AA_BeI3,2.0435540880167413
3-Py_AA_CaBr3,5.673966861086369
3-Py_AA_CaCl3,6.283439860908183
3-Py_AA_CaI3,4.787906014864544
3-Py_AA_CdBr3,2.9067302689697248
3-Py_AA_CdCl3,4.82680285300638
3-Py_AA_CdI3,3.7670679854347844
3-Py_AA_CoBr3,2.0086021856869865
3-Py_AA_CoCl3,0.9219159591254997
3-Py_AA_CoI3,0.9264189743449414
3-Py_AA_CrBr3,1.9969874915785852
3-Py_AA_CrCl3,1.6333624472189525
3-Py_AA_CrI3,1.289988801133554
3-Py_AA_CuCl3,0.9357922525215727
3-Py_AA_CuI3,0.7294575816467563
3-Py_AA_FeBr3,1.0937303976104955
3-Py_AA_FeCl3,1.0676579298720699
3-Py_AA_FeI3,0.48687165127164583
3-Py_AA_GaBr3,2.1717550510135917
3-Py_AA_GaCl3,3.2824289441345322
3-Py_AA_GaI3,2.280718525064947
3-Py_AA_GeBr3,3.105003744990947
3-Py_AA_GeCl3,5.126228502401654
3-Py_AA_GeI3,2.99655414614945
3-Py_AA_HfCl3,3.667677445780623
3-Py_AA_HgBr3,2.3144622954408147
3-Py_AA_HgCl3,4.341904866704458
3-Py_AA_HgI3,3.063280717233383
3-Py_AA_InBr3,1.6254747749467398
3-Py_AA_MgBr3,5.114371296242409
3-Py_AA_MgCl3,6.4740933981447855
3-Py_AA_MgI3,3.8928243115668906
3-Py_AA_MnBr3,2.0623476471966953
3-Py_AA_MnCl3,1.6382374320809439
3-Py_AA_MnI3,2.817240651069338
3-Py_AA_MoBr3,1.8219407128773237
3-Py_AA_MoCl3,1.5061473998352073
3-Py_AA_MoI3,1.8521171983925404
3-Py_AA_NiBr3,0.7843451405902346
3-Py_AA_NiCl3,2.86215991792781
3-Py_AA_NiI3,1.3347730765417414
3-Py_AA_PdCl3,1.676879418414309
3-Py_AA_SnBr3,1.9321172166773182
3-Py_AA_SnCl3,4.042866370644456
3-Py_AA_SnI3,1.0766754487573882
3-Py_AA_SrBr3,5.425100158887431
3-Py_AA_SrCl3,5.985915035221929
3-Py_AA_TeBr3,2.5322707482034374
3-Py_AA_TeCl3,4.02260088722494
3-Py_AA_TeI3,2.263328914608263
3-Py_AA_TiBr3,2.2584690608478954
3-Py_AA_TiCl3,1.693830875232073
3-Py_AA_TiI3,2.389311511918935
3-Py_AA_VBr3,1.9905587272728407
3-Py_AA_VCl3,1.5977437332053879
3-Py_AA_VI3,1.2573947489416293
3-Py_AA_WBr3,1.7143155257037808
3-Py_AA_WCl3,2.0133004579527887
3-Py_AA_WI3,1.6606502004136074
3-Py_AA_ZnBr3,4.729911154431105
3-Py_AA_ZnCl3,2.875041679713244
3-Py_AA_ZnI3,3.3175463148835185
3-Py_AA_ZrBr3,1.8532129460544713
3-Py_AA_ZrCl3,2.246478296353109
3-Py_AA_ZrI3,1.2582969694867923
3-Py_Az_AgI3,1.7164752910705754
3-Py_Az_BaBr3,4.426475211044834
3-Py_Az_BaCl3,5.133984885776033
3-Py_Az_BaI3,4.355794406418877
3-Py_Az_BeBr3,2.298340962823035
3-Py_Az_BeCl3,3.195937030030945
3-Py_Az_BeI3,2.12931815658964
3-Py_Az_CaBr3,5.621555616384388
3-Py_Az_CaCl3,6.071744776675705
3-Py_Az_CaI3,4.874031292708492
3-Py_Az_CdBr3,2.810766691783397
3-Py_Az_CdCl3,4.7830677846895835
3-Py_Az_CdI3,3.6177819461172493
3-Py_Az_CoBr3,1.8994436494735916
3-Py_Az_CoCl3,0.9697016944224051
3-Py_Az_CoI3,0.6907117379219159
3-Py_Az_CrBr3,2.009012623868775
3-Py_Az_CrCl3,1.6693901624440735
3-Py_Az_CrI3,1.2520495205441384
3-Py_Az_CuCl3,0.9996032770359902
3-Py_Az_CuI3,0.8459563073951869
3-Py_Az_FeBr3,1.0390718474934346
3-Py_Az_FeCl3,1.084002976100349
3-Py_Az_FeI3,0.47573466692493477
3-Py_Az_GaBr3,2.1343847809645493
3-Py_Az_GaCl3,3.351496803518001
3-Py_Az_GaI3,2.235750534948248
3-Py_Az_GeBr3,3.007555493467042
3-Py_Az_GeCl3,4.98047055845153
3-Py_Az_GeI3,2.8126844016753827
3-Py_Az_HfBr3,2.5893149452207873
3-Py_Az_HfCl3,3.1361179242954766
3-Py_Az_HgBr3,2.2822506521951436
3-Py_Az_HgCl3,4.278648658939857
3-Py_Az_InBr3,1.594494729315978
3-Py_Az_MgBr3,5.087616035934114
3-Py_Az_MgCl3,6.258882023893682
3-Py_Az_MgI3,3.849280565157751
3-Py_Az_MnBr3,2.031686027769632
3-Py_Az_MnCl3,1.6069220074719197
3-Py_Az_MnI3,2.7959809495447976
3-Py_Az_MoBr3,1.7725440064928748
3-Py_Az_MoCl3,1.5307513014851217
3-Py_Az_MoI3,1.641802725353613
3-Py_Az_NiBr3,0.740926733586101
3-Py_Az_NiCl3,2.8762868925395337
3-Py_Az_NiI3,1.2622355618027314
3-Py_Az_PdCl3,1.6876693398558995
3-Py_Az_SrCl3,5.749567899893851
3-Py_Az_TeBr3,2.5546199407836503
3-Py_Az_TeCl3,4.152209765809172
3-Py_Az_TeI3,2.2327192108888014
3-Py_Az_TiBr3,2.242098069294832
3-Py_Az_TiCl3,1.6185977790186494
