yTest,yTestPreds
5.548065044,5.189331310121635
1.972555028,1.7963678965021617
2.534565905,2.3071130254813235
2.117996926,1.6009636995607588
5.540035421,5.923828323046437
3.95441953,4.386565479393186
4.478160137,3.4226142417422483
5.816320228,5.432552000823229
1.801499194,1.746732157973256
5.732698446,5.853182107686436
3.540017131,3.6256090006547455
6.954672325,6.926089240829257
3.190020284,3.661481079006709
2.377452043,2.599249823550174
1.024756489,1.0375261656320696
4.376804077,4.672564114708336
2.643623745,2.702196870622528
5.341366595,5.6698256452792
1.069552788,1.093824984058892
2.597481205,2.6443367850217387
2.947145722,3.039639250637989
1.355415405,1.4479542761336934
2.94567513,2.8542862586695965
5.075131145,5.019051449350981
3.913467611,4.644508832019914
1.581270657,1.524372142132343
3.991380093,3.905516157133994
2.638353808,2.2051486609141664
4.635908008,4.358546518564233
1.064186087,1.025141034622382
1.500466277,1.5849589767510976
2.997111344,2.7007076351046355
1.403602177,1.5552523362695687
4.077048103,3.9839346630926498
2.948775556,2.744794311585995
3.182228641,3.563043926690277
3.901184764,4.74269923776311
1.730054185,1.7214366013155242
1.328268974,1.502355273376396
1.006883513,1.0754137763325242
4.168058836,4.249039636978908
4.92400678,4.327452933141355
2.971378917,2.926547359199026
1.513948052,1.6129582835769611
2.325586972,3.2054467857950515
1.988051039,2.01016454330146
0.715669204,0.7711278965660234
3.958116651,3.707769226146119
4.312691017,4.59192575254401
2.27427203,2.6849441837041086
2.572912994,2.428869792121753
4.184625276,4.160474057550202
1.525873802,1.7180975952001107
2.422254462,2.699562834741258
3.504852054,3.9357029992849832
2.865282697,2.674733048451163
1.991880184,1.853002178370585
2.233097059,2.208954713772248
2.404945154,2.246203112301099
3.001637822,2.867436711678144
6.38575117,6.622352134573438
5.741521252,5.925289732647385
1.665463732,1.8892185200220115
1.774273304,2.1955489483501376
2.728219155,2.6935676423935453
4.238298442,4.093914971470723
1.616011806,1.6197365774249184
7.072996302,6.967883770798296
4.81991715,5.153635986276453
6.669938732,6.248941240412759
1.402536359,1.6002403141566492
1.532022618,1.5453778784508063
3.802542625,3.620691861459051
2.155797229,2.066690890766529
0.195860741,0.3759103713924476
2.549982253,2.525171577442613
1.902758949,1.6535226238803515
2.933423557,2.492619093686869
2.497283161,2.3936458370790152
3.700412173,2.7716641537158817
2.082263571,1.614254095147552
1.946277585,1.980146866260019
2.113253607,1.9140456561727768
7.614393173,7.469951481308118
3.910752432,3.818838279758924
5.512468429,4.282908254011986
6.540052514,5.860199584191545
2.535338914,2.702804851958465
0.868152635,0.8711913541283126
2.62324087,2.8900674503068067
1.418413491,1.5915135668041935
4.354811312,4.535484089557603
5.083086159,5.741804173873639
2.350409421,2.0818521522405584
3.064903583,2.347882213230248
2.645690037,1.6878104253425574
6.004892829,5.643999559760816
4.934935738,4.82021075979304
1.936688565,1.991101087172848
2.851996994,1.881522550281328
1.86214202,1.9714412267693264
5.064260057,3.074230376710138
1.156443903,0.9976017222487776
2.448871667,2.906669154202832
1.99182284,2.402878603994917
3.721907702,3.90545103050095
4.041806551,4.2937751925287815
0.176857079,0.4652786108544007
