yTrain,yTrainPreds
1.7531225566,1.7570407467018208
5.6839887986,5.757799356605795
0.9870531665,1.1533302053140593
3.1104898977,2.843433736705369
1.945595688,1.8299361813576467
4.0493697992,4.430912109863583
4.2171568288,4.207818265394034
5.89375799,5.297581166006645
3.946018869,3.808401948819503
6.446853864,6.463994818552006
1.6266995147,1.7331993783556998
6.233928126,6.234456085687457
2.1103096298,2.122035956040059
1.7846304793,1.9239610028229384
2.0690287386,2.2174630003455476
2.0815660877,1.9581331412845822
6.5516989224,6.565685370062005
2.3074122131,1.9485472076401857
3.5035537,3.5045115947411736
1.8413166364,1.8397645082513812
5.1207447102,4.8407228892271545
8.0627209313,7.816190932072509
1.4269604031,1.3884356062397853
2.9880944488,2.9853703801144893
2.9087625603,2.6696467239565083
1.5244446292,1.667909526093283
3.9799899397,3.811436714036702
1.8163567372,1.9266969981697986
4.0266406838,4.018973002547313
5.5009451356,5.619713493731993
3.580854695,3.6187008582228684
4.5286144813,4.482032938561538
3.3405996585,3.340890606985742
1.8567579119,1.8449929046048184
3.0012415199,2.9986454185488847
6.5447916082,6.64842363982211
2.321539563,2.004696603993352
2.0853180917,1.9754607990442488
2.5431074556,2.544850080056451
1.6039010353,1.602802824254732
1.768454022,1.8599306577469785
3.8873772636,3.4555148640419673
1.2474180542,1.2440031642617781
1.2206053875,1.198690059301129
3.0172429521,3.2145720883100317
3.4339821608,3.4347218942782782
2.4185479532,2.4181376896609033
3.4596975346,3.4822345086185313
2.3146776704,1.9708061462381479
3.5593616744,3.559350845540221
4.0899265534,4.08924921411432
1.6063952114,1.3635143648232309
4.4621342022,4.461957305929291
1.4882565832,1.4333980454505397
5.659324237,5.650107334399401
1.3638224681,1.3622994310015055
3.4322471939,3.687093978097805
1.0580938148,0.8952804726509083
1.6946745752,1.4522557979678474
4.5768055794,4.758162181270033
6.8053789228,5.461583565588998
0.076754582,0.45294700782206726
4.191104518,4.407008604973583
3.7982778763,3.7772076837294293
2.8296720885,2.6841008399193442
0.218153483,0.17731147621128107
1.9614514878,1.8839761048889903
4.5337125088,4.591036457199641
4.1332509341,4.210046329323477
4.5568988715,4.628705948369091
1.5888153094,1.7430917225560865
5.7661501688,5.7752618001755955
3.8011422886,3.9202054336008616
2.0423850355,2.0665230717222443
2.4147444764,2.5617850486669558
6.8389159371,6.835003506917536
0.2168812548,0.22236641377824415
2.9742383813,3.011941163995674
5.9914547543,5.933842828362068
1.7229826221,1.4513125740909278
3.4962574969,3.496991459690118
4.3933471405,4.420021981527067
2.8489467973,2.9730978348789194
6.7929633941,6.597637795993723
3.877560767,3.762028719325683
0.7459147352,1.228377102285586
6.6900327737,6.327251788765379
4.0742035353,3.7750384563589026
6.472159588,6.408592986599563
3.6397984291,3.5869981813185543
1.305652944,1.240277883180126
3.1988946043,3.1782374726226257
2.2582623323,2.2241845586110593
3.8073529211,3.7995167678526105
2.3574662242,2.5378607020194126
1.0581654261,1.144454510985417
2.5193497115,2.47099975139562
0.8775246374,0.827466950779114
2.4078255584,2.200164085725538
4.3804513662,4.393155091458763
