StructureName,A1_Radius,A2_Radius,X_Electronegativity,B_Radius,B_Electronegativity,stddev_thermal_conductivity,stddev_mendeleev_no,stddev_X,stddev_atomic_mass,meanblock,stddev_melting_point,OctahedralFactor,ToleranceFactor,NEWToleranceFactor,GLLBSC_SOC_BandGap
3-Py_AA_PbI3,272,300,2.66,119,2.33,64.8587414532549,6.48883980514288,0.323229501939983,76.5471955274639,1.53125,1719.36209793246,0.540909090909091,1.05544552000116,3.58958586463389,1.5400496207
3-Py_AA_SrI3,272,300,2.66,118,0.95,64.8587414532549,24.9177639041547,0.539828793276554,59.1062701368721,1.46875,1718.80467407738,0.536363636363636,1.05856813988282,3.60213313150569,4.3933471405
3-Py_Az_GaCl3,272,284,3.16,62,1.81,68.7676926730141,6.73735050979923,0.499175536476114,22.831895510747,1.51515151515152,1849.30634131112,0.342541436464088,1.33564614224126,4.90763249697955,4.1284625918
3-Py_Az_PbI3,272,284,2.66,119,2.33,68.7154801718109,6.57719236904771,0.300352945535568,76.8336483761431,1.51515151515152,1823.59441955916,0.540909090909091,1.03875863430944,3.6019993719864,1.6594675998
3-Py_Az_PtCl3,272,284,3.16,80,2.28,69.745172309939,10.0713669594764,0.460264025286545,55.4219784857708,1.57575757575758,1870.41872021987,0.441988950276243,1.24353261519014,4.05233253260972,1.999025087
3-Py_Az_SnBr3,272,284,2.96,115,1.96,69.503363539211,6.29285308902091,0.412030896243788,45.4247170034427,1.51515151515152,1835.57951249507,0.586734693877551,1.07771258611712,3.44301494953726,2.4268487668
3-Py_Az_SnI3,272,284,2.66,115,1.96,69.4607767094521,6.35248408530506,0.327722278601702,62.5511107773702,1.51515151515152,1825.31145592049,0.522727272727273,1.0511617224803,3.65171060171118,1.2926985319
3-Py_Az_SrI3,272,284,2.66,118,0.95,68.7154801718109,24.8925800298109,0.520676275418598,59.3691269941471,1.45454545454545,1821.13717675849,0.536363636363636,1.04183188470681,3.61365626665693,4.3804513662
3-Py_Cs_AgI3,272,167,2.66,94,1.93,146.382398159297,23.5805894518146,0.5037914261924,67.5285090163749,1.68181818181818,1612.08625628973,0.427272727272727,0.989724300418751,4.0939021770449,0.7899052222
3-Py_Cs_CaBr3,272,167,2.96,100,1,83.3838344510097,34.4314516376881,0.74460212223844,45.1420880987858,1.5,1625.55678157104,0.510204081632653,0.992577255348008,3.75197421220206,4.9943245041
3-Py_Cs_CaI3,272,167,2.66,100,1,83.3188754670821,34.3273162493659,0.664648995555412,64.6089744392473,1.5,1609.82346016454,0.454545454545455,0.971166969785899,3.99197421220206,4.1993423447
3-Py_Cs_CuI3,272,167,2.66,73,1.9,137.38767998372,23.4716238695115,0.506838592765016,64.7528919575985,1.68181818181818,1615.42092188338,0.331818181818182,1.06066017177982,4.74498122063817,1.5718431112
3-Py_Cs_HfBr3,272,167,2.96,109,1.3,61.3299903323181,26.8266380354918,0.683338611128161,65.8550012289266,1.68181818181818,1712.75287963156,0.556122448979592,0.9632880904361,3.67494935626548,0.3892055046
3-Py_Cs_HgCl3,272,167,3.16,102,2,61.7247852121118,23.4197819768952,0.65464025800688,68.0175888397429,1.68181818181818,1648.84573592244,0.56353591160221,1.00069351895835,3.58246723377162,4.4715612257
3-Py_Cs_InCl3,272,167,3.16,104,1.78,63.7080731899873,22.9719983280149,0.677971666156114,45.0678200227539,1.59090909090909,1642.24117680249,0.574585635359116,0.99367110829899,3.56593505391124,3.5560055642
3-Py_Cs_InI3,272,167,2.66,104,1.78,63.621246343786,22.8301438806955,0.520761501492251,68.242543647956,1.59090909090909,1615.81005846938,0.472727272727273,0.95917725410953,3.94093505391124,1.3518830542
3-Py_Cs_PbI3,272,167,2.66,119,2.33,61.2513344334033,22.6230215703468,0.481404769903859,83.4247492263147,1.59090909090909,1611.30872205386,0.540909090909091,0.916735782688754,3.86156410923056,1.8588819769
3-Py_Cs_SnBr3,272,167,2.96,115,1.96,62.5148314434689,22.6235099933651,0.586945694778303,53.1461030500391,1.59090909090909,1627.7748343532,0.586734693877551,0.944703754286207,3.65706485935109,2.2053760966
3-Py_Cs_SnCl3,272,167,3.16,115,1.96,62.5363435376697,22.6951938349162,0.65833982559682,45.9745514227654,1.59090909090909,1640.37539783021,0.6353591160221,0.956744141436528,3.52663007674239,3.2525754152
3-Py_Cs_SnI3,272,167,2.66,115,1.96,62.4513917244896,22.5633546347987,0.500924283820965,68.6731259639744,1.59090909090909,1613.58064405452,0.522727272727273,0.92768188158653,3.865760511525,1.4043099092
3-Py_DiEA_GeBr3,272,385,2.96,73,2.01,70.7374341711029,6.04753251935445,0.400729036486952,37.6237777823251,1.47368421052632,1879.13209631513,0.372448979591837,1.37872679082656,4.67679882009062,3.7950271188
3-Py_DiEA_PtBr3,272,385,2.96,80,2.28,71.1896772643938,9.80798558301251,0.384536573121954,60.090168894157,1.52631578947368,1903.65155057327,0.408163265306122,1.34375908236357,4.35705864676218,2.105568821
3-Py_DiMA_CdBr3,272,296,2.96,95,1.69,69.1377324221156,8.37354638547894,0.455332743141479,45.1452082791868,1.5625,1762.18822804882,0.48469387755102,1.16636170092626,3.79302816024289,3.3305933145
3-Py_DiMA_PbI3,272,296,2.66,119,2.33,66.0698013539633,6.66647286540013,0.305347685929213,78.2361596275866,1.5,1752.58472900427,0.540909090909091,1.05127379857823,3.59237641906433,1.6815992081
3-Py_DiMA_PtI3,272,296,2.66,80,2.28,67.2946558982495,10.2707532388342,0.306957121465857,75.8792077264127,1.5625,1786.10105284316,0.363636363636364,1.1879393923934,4.55201011488437,0.6820722954
